district,category,ytd2022,ytd2021,updated
Bayview,ARSON,9,5,2023-02-12
Bayview,ASSAULT,39,26,2023-02-12
Bayview,BURGLARY,53,76,2023-02-12
Bayview,HOMICIDE,2,0,2023-02-12
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-02-12
Bayview,LARCENY THEFT,153,193,2023-02-12
Bayview,MOTOR VEHICLE THEFT,134,140,2023-02-12
Bayview,RAPE,0,4,2023-02-12
Bayview,ROBBERY,38,18,2023-02-12
Bayview,TOTAL,428,463,2023-02-12
Central,ARSON,5,2,2023-02-12
Central,ASSAULT,29,25,2023-02-12
Central,BURGLARY,90,69,2023-02-12
Central,HOMICIDE,0,0,2023-02-12
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Central,LARCENY THEFT,906,772,2023-02-12
Central,MOTOR VEHICLE THEFT,27,56,2023-02-12
Central,RAPE,1,5,2023-02-12
Central,ROBBERY,27,39,2023-02-12
Central,TOTAL,1085,968,2023-02-12
Citywide,ARSON,39,38,2023-02-12
Citywide,ASSAULT,259,264,2023-02-12
Citywide,BURGLARY,611,706,2023-02-12
Citywide,HOMICIDE,5,5,2023-02-12
Citywide,HUMAN TRAFFICKING - SEX ACT,2,2,2023-02-12
Citywide,LARCENY THEFT,3001,3866,2023-02-12
Citywide,MOTOR VEHICLE THEFT,660,821,2023-02-12
Citywide,RAPE,20,33,2023-02-12
Citywide,ROBBERY,276,249,2023-02-12
Citywide,TOTAL,4873,5984,2023-02-12
Ingleside,ARSON,6,1,2023-02-12
Ingleside,ASSAULT,21,24,2023-02-12
Ingleside,BURGLARY,50,62,2023-02-12
Ingleside,HOMICIDE,1,1,2023-02-12
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Ingleside,LARCENY THEFT,130,165,2023-02-12
Ingleside,MOTOR VEHICLE THEFT,119,127,2023-02-12
Ingleside,RAPE,4,2,2023-02-12
Ingleside,ROBBERY,32,18,2023-02-12
Ingleside,TOTAL,363,400,2023-02-12
Mission,ARSON,2,3,2023-02-12
Mission,ASSAULT,46,39,2023-02-12
Mission,BURGLARY,84,96,2023-02-12
Mission,HOMICIDE,1,2,2023-02-12
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-02-12
Mission,LARCENY THEFT,288,450,2023-02-12
Mission,MOTOR VEHICLE THEFT,94,123,2023-02-12
Mission,RAPE,3,3,2023-02-12
Mission,ROBBERY,40,47,2023-02-12
Mission,TOTAL,559,763,2023-02-12
Northern,ARSON,3,10,2023-02-12
Northern,ASSAULT,28,39,2023-02-12
Northern,BURGLARY,137,102,2023-02-12
Northern,HOMICIDE,1,0,2023-02-12
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Northern,LARCENY THEFT,545,705,2023-02-12
Northern,MOTOR VEHICLE THEFT,63,81,2023-02-12
Northern,RAPE,1,5,2023-02-12
Northern,ROBBERY,32,30,2023-02-12
Northern,TOTAL,810,972,2023-02-12
Park,ARSON,1,3,2023-02-12
Park,ASSAULT,7,8,2023-02-12
Park,BURGLARY,34,61,2023-02-12
Park,HOMICIDE,0,0,2023-02-12
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Park,LARCENY THEFT,128,164,2023-02-12
Park,MOTOR VEHICLE THEFT,29,52,2023-02-12
Park,RAPE,1,2,2023-02-12
Park,ROBBERY,7,6,2023-02-12
Park,TOTAL,207,296,2023-02-12
Richmond,ARSON,3,0,2023-02-12
Richmond,ASSAULT,8,10,2023-02-12
Richmond,BURGLARY,34,58,2023-02-12
Richmond,HOMICIDE,0,0,2023-02-12
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Richmond,LARCENY THEFT,323,360,2023-02-12
Richmond,MOTOR VEHICLE THEFT,32,46,2023-02-12
Richmond,RAPE,0,1,2023-02-12
Richmond,ROBBERY,19,7,2023-02-12
Richmond,TOTAL,419,482,2023-02-12
Southern,ARSON,4,9,2023-02-12
Southern,ASSAULT,32,36,2023-02-12
Southern,BURGLARY,61,95,2023-02-12
Southern,HOMICIDE,0,1,2023-02-12
Southern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-02-12
Southern,LARCENY THEFT,181,539,2023-02-12
Southern,MOTOR VEHICLE THEFT,54,75,2023-02-12
Southern,RAPE,4,3,2023-02-12
Southern,ROBBERY,28,38,2023-02-12
Southern,TOTAL,365,797,2023-02-12
Taraval,ARSON,3,0,2023-02-12
Taraval,ASSAULT,10,10,2023-02-12
Taraval,BURGLARY,46,51,2023-02-12
Taraval,HOMICIDE,0,1,2023-02-12
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Taraval,LARCENY THEFT,193,347,2023-02-12
Taraval,MOTOR VEHICLE THEFT,78,91,2023-02-12
Taraval,RAPE,1,1,2023-02-12
Taraval,ROBBERY,13,13,2023-02-12
Taraval,TOTAL,344,514,2023-02-12
Tenderloin,ARSON,2,5,2023-02-12
Tenderloin,ASSAULT,39,45,2023-02-12
Tenderloin,BURGLARY,22,36,2023-02-12
Tenderloin,HOMICIDE,0,0,2023-02-12
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-12
Tenderloin,LARCENY THEFT,138,139,2023-02-12
Tenderloin,MOTOR VEHICLE THEFT,28,26,2023-02-12
Tenderloin,RAPE,5,6,2023-02-12
Tenderloin,ROBBERY,39,32,2023-02-12
Tenderloin,TOTAL,273,289,2023-02-12
