district,category,ytd2022,ytd2021,updated
Bayview,ARSON,33,59,2022-11-13
Bayview,ASSAULT,326,333,2022-11-13
Bayview,BURGLARY,473,451,2022-11-13
Bayview,HOMICIDE,13,12,2022-11-13
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-11-13
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-11-13
Bayview,LARCENY THEFT,1366,1481,2022-11-13
Bayview,MOTOR VEHICLE THEFT,904,879,2022-11-13
Bayview,RAPE,22,20,2022-11-13
Bayview,ROBBERY,194,192,2022-11-13
Bayview,TOTAL,3332,3430,2022-11-13
Central,ARSON,36,32,2022-11-13
Central,ASSAULT,200,165,2022-11-13
Central,BURGLARY,619,754,2022-11-13
Central,HOMICIDE,1,0,2022-11-13
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-13
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-11-13
Central,LARCENY THEFT,7007,6499,2022-11-13
Central,MOTOR VEHICLE THEFT,410,397,2022-11-13
Central,RAPE,25,16,2022-11-13
Central,ROBBERY,300,283,2022-11-13
Central,TOTAL,8600,8148,2022-11-13
Citywide,ARSON,263,293,2022-11-13
Citywide,ASSAULT,2288,2088,2022-11-13
Citywide,BURGLARY,5088,6416,2022-11-13
Citywide,HOMICIDE,48,47,2022-11-13
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-11-13
Citywide,HUMAN TRAFFICKING - SEX ACT,15,30,2022-11-13
Citywide,LARCENY THEFT,30254,26722,2022-11-13
Citywide,MOTOR VEHICLE THEFT,5413,5223,2022-11-13
Citywide,RAPE,211,193,2022-11-13
Citywide,ROBBERY,2088,1981,2022-11-13
Citywide,TOTAL,45669,42996,2022-11-13
Ingleside,ARSON,21,20,2022-11-13
Ingleside,ASSAULT,200,179,2022-11-13
Ingleside,BURGLARY,493,585,2022-11-13
Ingleside,HOMICIDE,7,2,2022-11-13
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-11-13
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,1,2022-11-13
Ingleside,LARCENY THEFT,1601,1457,2022-11-13
Ingleside,MOTOR VEHICLE THEFT,828,762,2022-11-13
Ingleside,RAPE,17,14,2022-11-13
Ingleside,ROBBERY,202,202,2022-11-13
Ingleside,TOTAL,3370,3223,2022-11-13
