district,category,ytd2023,ytd2022,updated
Bayview,ARSON,17,22,2023-06-11
Bayview,ASSAULT,130,163,2023-06-11
Bayview,BURGLARY,182,256,2023-06-11
Bayview,HOMICIDE,5,2,2023-06-11
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-11
Bayview,LARCENY THEFT,695,683,2023-06-11
Bayview,MOTOR VEHICLE THEFT,551,446,2023-06-11
Bayview,RAPE,2,12,2023-06-11
Bayview,ROBBERY,136,101,2023-06-11
Bayview,TOTAL,1718,1686,2023-06-11
Central,ARSON,17,9,2023-06-11
Central,ASSAULT,84,100,2023-06-11
Central,BURGLARY,345,307,2023-06-11
Central,HOMICIDE,2,0,2023-06-11
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-11
Central,LARCENY THEFT,3325,3090,2023-06-11
Central,MOTOR VEHICLE THEFT,161,219,2023-06-11
Central,RAPE,9,11,2023-06-11
Central,ROBBERY,136,137,2023-06-11
Central,TOTAL,4079,3874,2023-06-11
Citywide,ARSON,131,124,2023-06-11
Citywide,ASSAULT,1070,1102,2023-06-11
Citywide,BURGLARY,2378,2669,2023-06-11
Citywide,HOMICIDE,22,20,2023-06-11
Citywide,HUMAN TRAFFICKING - SEX ACT,6,10,2023-06-11
Citywide,LARCENY THEFT,13445,14922,2023-06-11
Citywide,MOTOR VEHICLE THEFT,2889,2742,2023-06-11
Citywide,RAPE,91,116,2023-06-11
Citywide,ROBBERY,1150,1003,2023-06-11
Citywide,TOTAL,21182,22708,2023-06-11
Ingleside,ARSON,11,12,2023-06-11
Ingleside,ASSAULT,111,98,2023-06-11
Ingleside,BURGLARY,245,255,2023-06-11
Ingleside,HOMICIDE,2,3,2023-06-11
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-11
Ingleside,LARCENY THEFT,817,737,2023-06-11
Ingleside,MOTOR VEHICLE THEFT,479,412,2023-06-11
Ingleside,RAPE,13,12,2023-06-11
Ingleside,ROBBERY,133,81,2023-06-11
Ingleside,TOTAL,1811,1610,2023-06-11
Mission,ARSON,16,11,2023-06-11
Mission,ASSAULT,172,169,2023-06-11
Mission,BURGLARY,281,371,2023-06-11
Mission,HOMICIDE,1,8,2023-06-11
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-06-11
Mission,LARCENY THEFT,1137,1494,2023-06-11
Mission,MOTOR VEHICLE THEFT,396,417,2023-06-11
Mission,RAPE,16,11,2023-06-11
Mission,ROBBERY,162,174,2023-06-11
Mission,TOTAL,2185,2656,2023-06-11
Northern,ARSON,21,29,2023-06-11
Northern,ASSAULT,113,133,2023-06-11
Northern,BURGLARY,427,398,2023-06-11
Northern,HOMICIDE,3,1,2023-06-11
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-11
Northern,LARCENY THEFT,2329,2609,2023-06-11
Northern,MOTOR VEHICLE THEFT,314,317,2023-06-11
Northern,RAPE,8,15,2023-06-11
Northern,ROBBERY,137,117,2023-06-11
Northern,TOTAL,3352,3620,2023-06-11
Park,ARSON,2,4,2023-06-11
Park,ASSAULT,33,26,2023-06-11
Park,BURGLARY,142,213,2023-06-11
Park,HOMICIDE,1,0,2023-06-11
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-11
Park,LARCENY THEFT,583,673,2023-06-11
Park,MOTOR VEHICLE THEFT,147,130,2023-06-11
Park,RAPE,5,8,2023-06-11
Park,ROBBERY,27,25,2023-06-11
Park,TOTAL,940,1079,2023-06-11
Richmond,ARSON,8,3,2023-06-11
Richmond,ASSAULT,27,32,2023-06-11
Richmond,BURGLARY,169,217,2023-06-11
Richmond,HOMICIDE,1,0,2023-06-11
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-11
Richmond,LARCENY THEFT,1385,1489,2023-06-11
Richmond,MOTOR VEHICLE THEFT,147,157,2023-06-11
Richmond,RAPE,0,4,2023-06-11
Richmond,ROBBERY,68,41,2023-06-11
Richmond,TOTAL,1805,1943,2023-06-11
Southern,ARSON,21,17,2023-06-11
Southern,ASSAULT,163,141,2023-06-11
Southern,BURGLARY,280,323,2023-06-11
Southern,HOMICIDE,3,1,2023-06-11
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-06-11
Southern,LARCENY THEFT,1096,2042,2023-06-11
Southern,MOTOR VEHICLE THEFT,252,261,2023-06-11
Southern,RAPE,15,21,2023-06-11
Southern,ROBBERY,130,111,2023-06-11
Southern,TOTAL,1962,2919,2023-06-11
Taraval,ARSON,7,5,2023-06-11
Taraval,ASSAULT,45,44,2023-06-11
Taraval,BURGLARY,216,220,2023-06-11
Taraval,HOMICIDE,0,2,2023-06-11
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-11
Taraval,LARCENY THEFT,1169,1252,2023-06-11
Taraval,MOTOR VEHICLE THEFT,327,274,2023-06-11
Taraval,RAPE,6,2,2023-06-11
Taraval,ROBBERY,63,56,2023-06-11
Taraval,TOTAL,1833,1856,2023-06-11
Tenderloin,ARSON,10,12,2023-06-11
Tenderloin,ASSAULT,191,189,2023-06-11
Tenderloin,BURGLARY,90,108,2023-06-11
Tenderloin,HOMICIDE,4,3,2023-06-11
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,2,2023-06-11
Tenderloin,LARCENY THEFT,733,693,2023-06-11
Tenderloin,MOTOR VEHICLE THEFT,101,96,2023-06-11
Tenderloin,RAPE,11,17,2023-06-11
Tenderloin,ROBBERY,157,159,2023-06-11
Tenderloin,TOTAL,1297,1279,2023-06-11
