district,category,ytd2023,ytd2022,updated
Bayview,ARSON,15,17,2023-05-07
Bayview,ASSAULT,99,124,2023-05-07
Bayview,BURGLARY,156,204,2023-05-07
Bayview,HOMICIDE,4,1,2023-05-07
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-07
Bayview,LARCENY THEFT,537,544,2023-05-07
Bayview,MOTOR VEHICLE THEFT,427,348,2023-05-07
Bayview,RAPE,1,10,2023-05-07
Bayview,ROBBERY,106,80,2023-05-07
Bayview,TOTAL,1345,1329,2023-05-07
Central,ARSON,15,7,2023-05-07
Central,ASSAULT,71,70,2023-05-07
Central,BURGLARY,270,249,2023-05-07
Central,HOMICIDE,2,0,2023-05-07
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-07
Central,LARCENY THEFT,2725,2448,2023-05-07
Central,MOTOR VEHICLE THEFT,107,183,2023-05-07
Central,RAPE,5,8,2023-05-07
Central,ROBBERY,111,108,2023-05-07
Central,TOTAL,3306,3074,2023-05-07
Citywide,ARSON,108,100,2023-05-07
Citywide,ASSAULT,823,835,2023-05-07
Citywide,BURGLARY,1896,2098,2023-05-07
Citywide,HOMICIDE,19,15,2023-05-07
Citywide,HUMAN TRAFFICKING - SEX ACT,5,9,2023-05-07
Citywide,LARCENY THEFT,10576,11818,2023-05-07
Citywide,MOTOR VEHICLE THEFT,2222,2179,2023-05-07
Citywide,RAPE,71,92,2023-05-07
Citywide,ROBBERY,897,793,2023-05-07
Citywide,TOTAL,16617,17939,2023-05-07
Ingleside,ARSON,10,7,2023-05-07
Ingleside,ASSAULT,79,72,2023-05-07
Ingleside,BURGLARY,195,193,2023-05-07
Ingleside,HOMICIDE,2,3,2023-05-07
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-07
Ingleside,LARCENY THEFT,537,583,2023-05-07
Ingleside,MOTOR VEHICLE THEFT,386,315,2023-05-07
Ingleside,RAPE,13,8,2023-05-07
Ingleside,ROBBERY,101,62,2023-05-07
Ingleside,TOTAL,1323,1243,2023-05-07
Mission,ARSON,14,9,2023-05-07
Mission,ASSAULT,133,136,2023-05-07
Mission,BURGLARY,225,293,2023-05-07
Mission,HOMICIDE,1,5,2023-05-07
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-05-07
Mission,LARCENY THEFT,891,1206,2023-05-07
Mission,MOTOR VEHICLE THEFT,296,333,2023-05-07
Mission,RAPE,10,9,2023-05-07
Mission,ROBBERY,133,141,2023-05-07
Mission,TOTAL,1707,2133,2023-05-07
Northern,ARSON,16,24,2023-05-07
Northern,ASSAULT,86,104,2023-05-07
Northern,BURGLARY,340,328,2023-05-07
Northern,HOMICIDE,2,1,2023-05-07
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-07
Northern,LARCENY THEFT,1850,2059,2023-05-07
Northern,MOTOR VEHICLE THEFT,242,253,2023-05-07
Northern,RAPE,7,13,2023-05-07
Northern,ROBBERY,110,94,2023-05-07
Northern,TOTAL,2653,2877,2023-05-07
Park,ARSON,2,4,2023-05-07
Park,ASSAULT,27,18,2023-05-07
Park,BURGLARY,97,151,2023-05-07
Park,HOMICIDE,1,0,2023-05-07
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-07
Park,LARCENY THEFT,486,525,2023-05-07
Park,MOTOR VEHICLE THEFT,113,109,2023-05-07
Park,RAPE,5,6,2023-05-07
Park,ROBBERY,20,20,2023-05-07
Park,TOTAL,751,833,2023-05-07
Richmond,ARSON,7,3,2023-05-07
Richmond,ASSAULT,23,27,2023-05-07
Richmond,BURGLARY,140,168,2023-05-07
Richmond,HOMICIDE,1,0,2023-05-07
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-07
Richmond,LARCENY THEFT,1092,1180,2023-05-07
Richmond,MOTOR VEHICLE THEFT,114,127,2023-05-07
Richmond,RAPE,0,4,2023-05-07
Richmond,ROBBERY,51,31,2023-05-07
Richmond,TOTAL,1428,1540,2023-05-07
Southern,ARSON,16,15,2023-05-07
Southern,ASSAULT,125,109,2023-05-07
Southern,BURGLARY,229,259,2023-05-07
Southern,HOMICIDE,2,1,2023-05-07
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-05-07
Southern,LARCENY THEFT,780,1667,2023-05-07
Southern,MOTOR VEHICLE THEFT,183,201,2023-05-07
Southern,RAPE,13,15,2023-05-07
Southern,ROBBERY,101,88,2023-05-07
Southern,TOTAL,1450,2357,2023-05-07
Taraval,ARSON,5,4,2023-05-07
Taraval,ASSAULT,39,33,2023-05-07
Taraval,BURGLARY,168,165,2023-05-07
Taraval,HOMICIDE,0,2,2023-05-07
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-07
Taraval,LARCENY THEFT,952,982,2023-05-07
Taraval,MOTOR VEHICLE THEFT,269,226,2023-05-07
Taraval,RAPE,4,2,2023-05-07
Taraval,ROBBERY,47,45,2023-05-07
Taraval,TOTAL,1484,1460,2023-05-07
Tenderloin,ARSON,7,10,2023-05-07
Tenderloin,ASSAULT,140,136,2023-05-07
Tenderloin,BURGLARY,75,88,2023-05-07
Tenderloin,HOMICIDE,4,2,2023-05-07
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-07
Tenderloin,LARCENY THEFT,598,507,2023-05-07
Tenderloin,MOTOR VEHICLE THEFT,73,71,2023-05-07
Tenderloin,RAPE,9,14,2023-05-07
Tenderloin,ROBBERY,116,123,2023-05-07
Tenderloin,TOTAL,1022,952,2023-05-07
