district,category,ytd2023,ytd2022,updated
Bayview,ARSON,13,8,2023-03-19
Bayview,ASSAULT,60,69,2023-03-19
Bayview,BURGLARY,87,134,2023-03-19
Bayview,HOMICIDE,4,0,2023-03-19
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-03-19
Bayview,LARCENY THEFT,298,325,2023-03-19
Bayview,MOTOR VEHICLE THEFT,252,224,2023-03-19
Bayview,RAPE,1,8,2023-03-19
Bayview,ROBBERY,72,48,2023-03-19
Bayview,TOTAL,787,817,2023-03-19
Central,ARSON,11,6,2023-03-19
Central,ASSAULT,47,46,2023-03-19
Central,BURGLARY,170,149,2023-03-19
Central,HOMICIDE,1,0,2023-03-19
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Central,LARCENY THEFT,1697,1488,2023-03-19
Central,MOTOR VEHICLE THEFT,67,126,2023-03-19
Central,RAPE,2,7,2023-03-19
Central,ROBBERY,68,71,2023-03-19
Central,TOTAL,2063,1893,2023-03-19
Citywide,ARSON,74,61,2023-03-19
Citywide,ASSAULT,491,493,2023-03-19
Citywide,BURGLARY,1169,1278,2023-03-19
Citywide,HOMICIDE,10,9,2023-03-19
Citywide,HUMAN TRAFFICKING - SEX ACT,2,4,2023-03-19
Citywide,LARCENY THEFT,6191,7234,2023-03-19
Citywide,MOTOR VEHICLE THEFT,1262,1458,2023-03-19
Citywide,RAPE,43,54,2023-03-19
Citywide,ROBBERY,566,488,2023-03-19
Citywide,TOTAL,9808,11079,2023-03-19
Ingleside,ARSON,8,2,2023-03-19
Ingleside,ASSAULT,52,44,2023-03-19
Ingleside,BURGLARY,120,107,2023-03-19
Ingleside,HOMICIDE,1,1,2023-03-19
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Ingleside,LARCENY THEFT,289,334,2023-03-19
Ingleside,MOTOR VEHICLE THEFT,214,218,2023-03-19
Ingleside,RAPE,8,4,2023-03-19
Ingleside,ROBBERY,57,37,2023-03-19
Ingleside,TOTAL,749,747,2023-03-19
Mission,ARSON,9,5,2023-03-19
Mission,ASSAULT,76,75,2023-03-19
Mission,BURGLARY,140,180,2023-03-19
Mission,HOMICIDE,1,4,2023-03-19
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-03-19
Mission,LARCENY THEFT,540,795,2023-03-19
Mission,MOTOR VEHICLE THEFT,162,230,2023-03-19
Mission,RAPE,6,5,2023-03-19
Mission,ROBBERY,82,94,2023-03-19
Mission,TOTAL,1017,1388,2023-03-19
Northern,ARSON,9,15,2023-03-19
Northern,ASSAULT,50,67,2023-03-19
Northern,BURGLARY,236,190,2023-03-19
Northern,HOMICIDE,1,0,2023-03-19
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Northern,LARCENY THEFT,1088,1307,2023-03-19
Northern,MOTOR VEHICLE THEFT,137,167,2023-03-19
Northern,RAPE,1,10,2023-03-19
Northern,ROBBERY,75,60,2023-03-19
Northern,TOTAL,1597,1816,2023-03-19
Park,ARSON,1,3,2023-03-19
Park,ASSAULT,14,9,2023-03-19
Park,BURGLARY,58,89,2023-03-19
Park,HOMICIDE,0,0,2023-03-19
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Park,LARCENY THEFT,266,290,2023-03-19
Park,MOTOR VEHICLE THEFT,61,76,2023-03-19
Park,RAPE,4,3,2023-03-19
Park,ROBBERY,13,13,2023-03-19
Park,TOTAL,417,483,2023-03-19
Richmond,ARSON,6,3,2023-03-19
Richmond,ASSAULT,14,19,2023-03-19
Richmond,BURGLARY,75,103,2023-03-19
Richmond,HOMICIDE,1,0,2023-03-19
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Richmond,LARCENY THEFT,630,670,2023-03-19
Richmond,MOTOR VEHICLE THEFT,64,88,2023-03-19
Richmond,RAPE,0,1,2023-03-19
Richmond,ROBBERY,34,12,2023-03-19
Richmond,TOTAL,824,896,2023-03-19
Southern,ARSON,8,11,2023-03-19
Southern,ASSAULT,74,61,2023-03-19
Southern,BURGLARY,143,171,2023-03-19
Southern,HOMICIDE,0,1,2023-03-19
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-03-19
Southern,LARCENY THEFT,516,1043,2023-03-19
Southern,MOTOR VEHICLE THEFT,106,135,2023-03-19
Southern,RAPE,9,4,2023-03-19
Southern,ROBBERY,65,56,2023-03-19
Southern,TOTAL,922,1484,2023-03-19
Taraval,ARSON,3,2,2023-03-19
Taraval,ASSAULT,19,18,2023-03-19
Taraval,BURGLARY,98,94,2023-03-19
Taraval,HOMICIDE,0,1,2023-03-19
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Taraval,LARCENY THEFT,488,639,2023-03-19
Taraval,MOTOR VEHICLE THEFT,150,144,2023-03-19
Taraval,RAPE,3,1,2023-03-19
Taraval,ROBBERY,33,24,2023-03-19
Taraval,TOTAL,794,923,2023-03-19
Tenderloin,ARSON,5,6,2023-03-19
Tenderloin,ASSAULT,85,83,2023-03-19
Tenderloin,BURGLARY,41,61,2023-03-19
Tenderloin,HOMICIDE,1,2,2023-03-19
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-19
Tenderloin,LARCENY THEFT,337,282,2023-03-19
Tenderloin,MOTOR VEHICLE THEFT,44,41,2023-03-19
Tenderloin,RAPE,8,9,2023-03-19
Tenderloin,ROBBERY,66,72,2023-03-19
Tenderloin,TOTAL,587,556,2023-03-19
