district,category,ytd2023,ytd2022,updated
Bayview,ARSON,27,31,2023-09-03
Bayview,ASSAULT,201,268,2023-09-03
Bayview,BURGLARY,276,390,2023-09-03
Bayview,HOMICIDE,9,8,2023-09-03
Bayview,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-03
Bayview,LARCENY THEFT,1088,1069,2023-09-03
Bayview,MOTOR VEHICLE THEFT,820,673,2023-09-03
Bayview,RAPE,6,21,2023-09-03
Bayview,ROBBERY,187,142,2023-09-03
Bayview,TOTAL,2614,2603,2023-09-03
Central,ARSON,24,23,2023-09-03
Central,ASSAULT,141,158,2023-09-03
Central,BURGLARY,518,475,2023-09-03
Central,HOMICIDE,2,0,2023-09-03
Central,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-09-03
Central,LARCENY THEFT,5452,5199,2023-09-03
Central,MOTOR VEHICLE THEFT,319,329,2023-09-03
Central,RAPE,12,21,2023-09-03
Central,ROBBERY,231,228,2023-09-03
Central,TOTAL,6699,6435,2023-09-03
Citywide,ARSON,197,203,2023-09-03
Citywide,ASSAULT,1655,1758,2023-09-03
Citywide,BURGLARY,3818,4089,2023-09-03
Citywide,HOMICIDE,38,33,2023-09-03
Citywide,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-03
Citywide,HUMAN TRAFFICKING - SEX ACT,12,13,2023-09-03
Citywide,LARCENY THEFT,21953,23394,2023-09-03
Citywide,MOTOR VEHICLE THEFT,4617,4138,2023-09-03
Citywide,RAPE,149,180,2023-09-03
Citywide,ROBBERY,1855,1592,2023-09-03
Citywide,TOTAL,34294,35401,2023-09-03
Ingleside,ARSON,19,19,2023-09-03
Ingleside,ASSAULT,165,148,2023-09-03
Ingleside,BURGLARY,439,381,2023-09-03
Ingleside,HOMICIDE,4,6,2023-09-03
Ingleside,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-03
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-09-03
Ingleside,LARCENY THEFT,1296,1178,2023-09-03
Ingleside,MOTOR VEHICLE THEFT,785,616,2023-09-03
Ingleside,RAPE,16,16,2023-09-03
Ingleside,ROBBERY,205,138,2023-09-03
Ingleside,TOTAL,2929,2503,2023-09-03
Mission,ARSON,20,25,2023-09-03
Mission,ASSAULT,267,263,2023-09-03
Mission,BURGLARY,434,555,2023-09-03
Mission,HOMICIDE,3,9,2023-09-03
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Mission,HUMAN TRAFFICKING - SEX ACT,7,1,2023-09-03
Mission,LARCENY THEFT,1863,2241,2023-09-03
Mission,MOTOR VEHICLE THEFT,634,627,2023-09-03
Mission,RAPE,28,21,2023-09-03
Mission,ROBBERY,282,271,2023-09-03
Mission,TOTAL,3538,4013,2023-09-03
Northern,ARSON,30,44,2023-09-03
Northern,ASSAULT,175,197,2023-09-03
Northern,BURGLARY,651,618,2023-09-03
Northern,HOMICIDE,3,3,2023-09-03
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-09-03
Northern,LARCENY THEFT,3645,4140,2023-09-03
Northern,MOTOR VEHICLE THEFT,499,457,2023-09-03
Northern,RAPE,21,24,2023-09-03
Northern,ROBBERY,230,197,2023-09-03
Northern,TOTAL,5255,5681,2023-09-03
Park,ARSON,6,6,2023-09-03
Park,ASSAULT,50,42,2023-09-03
Park,BURGLARY,242,327,2023-09-03
Park,HOMICIDE,1,1,2023-09-03
Park,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-09-03
Park,LARCENY THEFT,1122,1110,2023-09-03
Park,MOTOR VEHICLE THEFT,225,206,2023-09-03
Park,RAPE,6,9,2023-09-03
Park,ROBBERY,49,36,2023-09-03
Park,TOTAL,1701,1737,2023-09-03
Richmond,ARSON,10,4,2023-09-03
Richmond,ASSAULT,43,50,2023-09-03
Richmond,BURGLARY,304,315,2023-09-03
Richmond,HOMICIDE,3,0,2023-09-03
Richmond,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Richmond,HUMAN TRAFFICKING - SEX ACT,1,0,2023-09-03
Richmond,LARCENY THEFT,2421,2239,2023-09-03
Richmond,MOTOR VEHICLE THEFT,230,256,2023-09-03
Richmond,RAPE,5,6,2023-09-03
Richmond,ROBBERY,93,56,2023-09-03
Richmond,TOTAL,3110,2926,2023-09-03
Southern,ARSON,35,27,2023-09-03
Southern,ASSAULT,239,229,2023-09-03
Southern,BURGLARY,409,511,2023-09-03
Southern,HOMICIDE,5,1,2023-09-03
Southern,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-09-03
Southern,LARCENY THEFT,1798,2886,2023-09-03
Southern,MOTOR VEHICLE THEFT,392,400,2023-09-03
Southern,RAPE,24,28,2023-09-03
Southern,ROBBERY,205,190,2023-09-03
Southern,TOTAL,3109,4274,2023-09-03
Taraval,ARSON,10,8,2023-09-03
Taraval,ASSAULT,67,67,2023-09-03
Taraval,BURGLARY,381,364,2023-09-03
Taraval,HOMICIDE,0,2,2023-09-03
Taraval,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-03
Taraval,LARCENY THEFT,1876,1882,2023-09-03
Taraval,MOTOR VEHICLE THEFT,524,418,2023-09-03
Taraval,RAPE,8,5,2023-09-03
Taraval,ROBBERY,97,90,2023-09-03
Taraval,TOTAL,2963,2837,2023-09-03
Tenderloin,ARSON,15,16,2023-09-03
Tenderloin,ASSAULT,303,327,2023-09-03
Tenderloin,BURGLARY,162,152,2023-09-03
Tenderloin,HOMICIDE,8,3,2023-09-03
Tenderloin,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-03
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-09-03
Tenderloin,LARCENY THEFT,1084,1182,2023-09-03
Tenderloin,MOTOR VEHICLE THEFT,170,139,2023-09-03
Tenderloin,RAPE,17,25,2023-09-03
Tenderloin,ROBBERY,275,243,2023-09-03
Tenderloin,TOTAL,2034,2090,2023-09-03
