district,category,ytd2022,ytd2021,updated
Bayview,ARSON,31,58,2022-10-30
Bayview,ASSAULT,315,320,2022-10-30
Bayview,BURGLARY,451,429,2022-10-30
Bayview,HOMICIDE,12,12,2022-10-30
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-10-30
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-10-30
Bayview,LARCENY THEFT,1317,1415,2022-10-30
Bayview,MOTOR VEHICLE THEFT,856,828,2022-10-30
Bayview,RAPE,22,20,2022-10-30
Bayview,ROBBERY,181,184,2022-10-30
Bayview,TOTAL,3186,3269,2022-10-30
Central,ARSON,35,32,2022-10-30
Central,ASSAULT,187,159,2022-10-30
Central,BURGLARY,583,722,2022-10-30
Central,HOMICIDE,0,0,2022-10-30
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-10-30
Central,LARCENY THEFT,6662,6169,2022-10-30
Central,MOTOR VEHICLE THEFT,396,381,2022-10-30
Central,RAPE,23,16,2022-10-30
Central,ROBBERY,290,272,2022-10-30
Central,TOTAL,8178,7753,2022-10-30
Citywide,ARSON,251,288,2022-10-30
Citywide,ASSAULT,2193,1982,2022-10-30
Citywide,BURGLARY,4890,6162,2022-10-30
Citywide,HOMICIDE,43,44,2022-10-30
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-10-30
Citywide,HUMAN TRAFFICKING - SEX ACT,14,30,2022-10-30
Citywide,LARCENY THEFT,28943,25220,2022-10-30
Citywide,MOTOR VEHICLE THEFT,5155,4956,2022-10-30
Citywide,RAPE,202,188,2022-10-30
Citywide,ROBBERY,2006,1892,2022-10-30
Citywide,TOTAL,43698,40765,2022-10-30
Ingleside,ARSON,20,19,2022-10-30
Ingleside,ASSAULT,189,166,2022-10-30
Ingleside,BURGLARY,480,563,2022-10-30
Ingleside,HOMICIDE,6,1,2022-10-30
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-10-30
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,1,2022-10-30
Ingleside,LARCENY THEFT,1482,1404,2022-10-30
Ingleside,MOTOR VEHICLE THEFT,794,724,2022-10-30
Ingleside,RAPE,17,14,2022-10-30
Ingleside,ROBBERY,196,194,2022-10-30
Ingleside,TOTAL,3185,3087,2022-10-30
Mission,ARSON,34,53,2022-10-30
Mission,ASSAULT,321,314,2022-10-30
Mission,BURGLARY,652,822,2022-10-30
Mission,HOMICIDE,8,8,2022-10-30
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2022-10-30
Mission,HUMAN TRAFFICKING - SEX ACT,1,3,2022-10-30
Mission,LARCENY THEFT,2710,2274,2022-10-30
