district,category,ytd2022,ytd2021,updated
Bayview,ARSON,8,6,2023-02-19
Bayview,ASSAULT,42,34,2023-02-19
Bayview,BURGLARY,59,91,2023-02-19
Bayview,HOMICIDE,3,0,2023-02-19
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-02-19
Bayview,LARCENY THEFT,207,214,2023-02-19
Bayview,MOTOR VEHICLE THEFT,172,162,2023-02-19
Bayview,RAPE,0,6,2023-02-19
Bayview,ROBBERY,44,28,2023-02-19
Bayview,TOTAL,535,542,2023-02-19
Central,ARSON,8,2,2023-02-19
Central,ASSAULT,34,32,2023-02-19
Central,BURGLARY,110,91,2023-02-19
Central,HOMICIDE,0,0,2023-02-19
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Central,LARCENY THEFT,1069,906,2023-02-19
Central,MOTOR VEHICLE THEFT,35,74,2023-02-19
Central,RAPE,1,5,2023-02-19
Central,ROBBERY,39,44,2023-02-19
Central,TOTAL,1296,1154,2023-02-19
Citywide,ARSON,46,41,2023-02-19
Citywide,ASSAULT,312,312,2023-02-19
Citywide,BURGLARY,737,820,2023-02-19
Citywide,HOMICIDE,7,6,2023-02-19
Citywide,HUMAN TRAFFICKING - SEX ACT,2,3,2023-02-19
Citywide,LARCENY THEFT,3684,4465,2023-02-19
Citywide,MOTOR VEHICLE THEFT,805,978,2023-02-19
Citywide,RAPE,24,41,2023-02-19
Citywide,ROBBERY,346,297,2023-02-19
Citywide,TOTAL,5963,6963,2023-02-19
Ingleside,ARSON,6,1,2023-02-19
Ingleside,ASSAULT,29,27,2023-02-19
Ingleside,BURGLARY,60,71,2023-02-19
Ingleside,HOMICIDE,1,1,2023-02-19
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Ingleside,LARCENY THEFT,192,200,2023-02-19
Ingleside,MOTOR VEHICLE THEFT,132,150,2023-02-19
Ingleside,RAPE,5,3,2023-02-19
Ingleside,ROBBERY,34,22,2023-02-19
Ingleside,TOTAL,459,475,2023-02-19
Mission,ARSON,4,3,2023-02-19
Mission,ASSAULT,55,46,2023-02-19
Mission,BURGLARY,93,107,2023-02-19
Mission,HOMICIDE,1,3,2023-02-19
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-02-19
Mission,LARCENY THEFT,373,510,2023-02-19
Mission,MOTOR VEHICLE THEFT,113,153,2023-02-19
Mission,RAPE,3,3,2023-02-19
Mission,ROBBERY,48,53,2023-02-19
Mission,TOTAL,691,878,2023-02-19
Northern,ARSON,5,11,2023-02-19
Northern,ASSAULT,33,43,2023-02-19
Northern,BURGLARY,157,122,2023-02-19
Northern,HOMICIDE,1,0,2023-02-19
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Northern,LARCENY THEFT,662,812,2023-02-19
Northern,MOTOR VEHICLE THEFT,76,104,2023-02-19
Northern,RAPE,1,7,2023-02-19
Northern,ROBBERY,42,37,2023-02-19
Northern,TOTAL,977,1136,2023-02-19
Park,ARSON,1,3,2023-02-19
Park,ASSAULT,7,9,2023-02-19
Park,BURGLARY,39,70,2023-02-19
Park,HOMICIDE,0,0,2023-02-19
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Park,LARCENY THEFT,152,192,2023-02-19
Park,MOTOR VEHICLE THEFT,39,55,2023-02-19
Park,RAPE,2,3,2023-02-19
Park,ROBBERY,9,8,2023-02-19
Park,TOTAL,249,340,2023-02-19
Richmond,ARSON,3,0,2023-02-19
Richmond,ASSAULT,9,12,2023-02-19
Richmond,BURGLARY,50,63,2023-02-19
Richmond,HOMICIDE,0,0,2023-02-19
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Richmond,LARCENY THEFT,381,408,2023-02-19
Richmond,MOTOR VEHICLE THEFT,40,53,2023-02-19
Richmond,RAPE,0,1,2023-02-19
Richmond,ROBBERY,25,9,2023-02-19
Richmond,TOTAL,508,546,2023-02-19
Southern,ARSON,5,9,2023-02-19
Southern,ASSAULT,41,42,2023-02-19
Southern,BURGLARY,83,110,2023-02-19
Southern,HOMICIDE,0,1,2023-02-19
Southern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-02-19
Southern,LARCENY THEFT,220,626,2023-02-19
Southern,MOTOR VEHICLE THEFT,65,93,2023-02-19
Southern,RAPE,5,4,2023-02-19
Southern,ROBBERY,39,43,2023-02-19
Southern,TOTAL,459,929,2023-02-19
Taraval,ARSON,3,1,2023-02-19
Taraval,ASSAULT,14,12,2023-02-19
Taraval,BURGLARY,58,54,2023-02-19
Taraval,HOMICIDE,0,1,2023-02-19
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Taraval,LARCENY THEFT,232,398,2023-02-19
Taraval,MOTOR VEHICLE THEFT,98,104,2023-02-19
Taraval,RAPE,1,1,2023-02-19
Taraval,ROBBERY,19,14,2023-02-19
Taraval,TOTAL,425,585,2023-02-19
Tenderloin,ARSON,2,5,2023-02-19
Tenderloin,ASSAULT,48,53,2023-02-19
Tenderloin,BURGLARY,28,41,2023-02-19
Tenderloin,HOMICIDE,1,0,2023-02-19
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-19
Tenderloin,LARCENY THEFT,173,161,2023-02-19
Tenderloin,MOTOR VEHICLE THEFT,32,26,2023-02-19
Tenderloin,RAPE,6,7,2023-02-19
Tenderloin,ROBBERY,46,38,2023-02-19
Tenderloin,TOTAL,336,331,2023-02-19
