district,category,ytd2023,ytd2022,updated
Bayview,ARSON,15,18,2023-05-14
Bayview,ASSAULT,107,125,2023-05-14
Bayview,BURGLARY,165,216,2023-05-14
Bayview,HOMICIDE,5,1,2023-05-14
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-14
Bayview,LARCENY THEFT,571,570,2023-05-14
Bayview,MOTOR VEHICLE THEFT,453,366,2023-05-14
Bayview,RAPE,1,10,2023-05-14
Bayview,ROBBERY,112,81,2023-05-14
Bayview,TOTAL,1429,1388,2023-05-14
Central,ARSON,16,7,2023-05-14
Central,ASSAULT,73,76,2023-05-14
Central,BURGLARY,283,261,2023-05-14
Central,HOMICIDE,2,0,2023-05-14
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-14
Central,LARCENY THEFT,2835,2551,2023-05-14
Central,MOTOR VEHICLE THEFT,117,194,2023-05-14
Central,RAPE,6,8,2023-05-14
Central,ROBBERY,116,115,2023-05-14
Central,TOTAL,3448,3213,2023-05-14
Citywide,ARSON,114,105,2023-05-14
Citywide,ASSAULT,864,881,2023-05-14
Citywide,BURGLARY,1995,2208,2023-05-14
Citywide,HOMICIDE,20,16,2023-05-14
Citywide,HUMAN TRAFFICKING - SEX ACT,5,10,2023-05-14
Citywide,LARCENY THEFT,11124,12368,2023-05-14
Citywide,MOTOR VEHICLE THEFT,2355,2277,2023-05-14
Citywide,RAPE,74,93,2023-05-14
Citywide,ROBBERY,950,829,2023-05-14
Citywide,TOTAL,17501,18787,2023-05-14
Ingleside,ARSON,10,8,2023-05-14
Ingleside,ASSAULT,83,77,2023-05-14
Ingleside,BURGLARY,207,202,2023-05-14
Ingleside,HOMICIDE,2,3,2023-05-14
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-14
Ingleside,LARCENY THEFT,582,612,2023-05-14
Ingleside,MOTOR VEHICLE THEFT,402,325,2023-05-14
Ingleside,RAPE,13,9,2023-05-14
Ingleside,ROBBERY,106,64,2023-05-14
Ingleside,TOTAL,1405,1300,2023-05-14
Mission,ARSON,14,9,2023-05-14
Mission,ASSAULT,142,142,2023-05-14
Mission,BURGLARY,231,310,2023-05-14
Mission,HOMICIDE,1,6,2023-05-14
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-05-14
Mission,LARCENY THEFT,953,1268,2023-05-14
Mission,MOTOR VEHICLE THEFT,316,345,2023-05-14
Mission,RAPE,10,9,2023-05-14
Mission,ROBBERY,136,148,2023-05-14
Mission,TOTAL,1807,2238,2023-05-14
Northern,ARSON,17,25,2023-05-14
Northern,ASSAULT,89,110,2023-05-14
Northern,BURGLARY,361,339,2023-05-14
Northern,HOMICIDE,2,1,2023-05-14
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-14
Northern,LARCENY THEFT,1942,2140,2023-05-14
Northern,MOTOR VEHICLE THEFT,255,266,2023-05-14
Northern,RAPE,7,13,2023-05-14
Northern,ROBBERY,120,97,2023-05-14
Northern,TOTAL,2793,2992,2023-05-14
Park,ARSON,2,4,2023-05-14
Park,ASSAULT,28,19,2023-05-14
Park,BURGLARY,110,165,2023-05-14
Park,HOMICIDE,1,0,2023-05-14
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-14
Park,LARCENY THEFT,512,556,2023-05-14
Park,MOTOR VEHICLE THEFT,119,112,2023-05-14
Park,RAPE,5,6,2023-05-14
Park,ROBBERY,21,21,2023-05-14
Park,TOTAL,798,883,2023-05-14
Richmond,ARSON,8,3,2023-05-14
Richmond,ASSAULT,24,27,2023-05-14
Richmond,BURGLARY,144,178,2023-05-14
Richmond,HOMICIDE,1,0,2023-05-14
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-14
Richmond,LARCENY THEFT,1144,1245,2023-05-14
Richmond,MOTOR VEHICLE THEFT,124,132,2023-05-14
Richmond,RAPE,0,4,2023-05-14
Richmond,ROBBERY,55,31,2023-05-14
Richmond,TOTAL,1500,1620,2023-05-14
Southern,ARSON,17,16,2023-05-14
Southern,ASSAULT,130,113,2023-05-14
Southern,BURGLARY,239,270,2023-05-14
Southern,HOMICIDE,2,1,2023-05-14
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-05-14
Southern,LARCENY THEFT,813,1744,2023-05-14
Southern,MOTOR VEHICLE THEFT,196,210,2023-05-14
Southern,RAPE,13,15,2023-05-14
Southern,ROBBERY,107,92,2023-05-14
Southern,TOTAL,1518,2463,2023-05-14
Taraval,ARSON,5,4,2023-05-14
Taraval,ASSAULT,42,36,2023-05-14
Taraval,BURGLARY,174,178,2023-05-14
Taraval,HOMICIDE,0,2,2023-05-14
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-14
Taraval,LARCENY THEFT,998,1023,2023-05-14
Taraval,MOTOR VEHICLE THEFT,283,236,2023-05-14
Taraval,RAPE,4,2,2023-05-14
Taraval,ROBBERY,53,46,2023-05-14
Taraval,TOTAL,1559,1528,2023-05-14
Tenderloin,ARSON,9,11,2023-05-14
Tenderloin,ASSAULT,145,149,2023-05-14
Tenderloin,BURGLARY,80,89,2023-05-14
Tenderloin,HOMICIDE,4,2,2023-05-14
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,2,2023-05-14
Tenderloin,LARCENY THEFT,633,536,2023-05-14
Tenderloin,MOTOR VEHICLE THEFT,78,78,2023-05-14
Tenderloin,RAPE,10,14,2023-05-14
Tenderloin,ROBBERY,123,133,2023-05-14
Tenderloin,TOTAL,1082,1014,2023-05-14
