district,category,ytd2023,ytd2022,updated
Bayview,ARSON,22,28,2023-07-23
Bayview,ASSAULT,167,211,2023-07-23
Bayview,BURGLARY,232,314,2023-07-23
Bayview,HOMICIDE,8,5,2023-07-23
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-23
Bayview,LARCENY THEFT,923,907,2023-07-23
Bayview,MOTOR VEHICLE THEFT,704,549,2023-07-23
Bayview,RAPE,3,19,2023-07-23
Bayview,ROBBERY,161,120,2023-07-23
Bayview,TOTAL,2220,2154,2023-07-23
Central,ARSON,20,13,2023-07-23
Central,ASSAULT,117,125,2023-07-23
Central,BURGLARY,437,397,2023-07-23
Central,HOMICIDE,2,0,2023-07-23
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-23
Central,LARCENY THEFT,4293,4122,2023-07-23
Central,MOTOR VEHICLE THEFT,243,276,2023-07-23
Central,RAPE,10,15,2023-07-23
Central,ROBBERY,177,185,2023-07-23
Central,TOTAL,5299,5134,2023-07-23
Citywide,ARSON,164,158,2023-07-23
Citywide,ASSAULT,1356,1429,2023-07-23
Citywide,BURGLARY,3119,3359,2023-07-23
Citywide,HOMICIDE,32,26,2023-07-23
Citywide,HUMAN TRAFFICKING - SEX ACT,9,12,2023-07-23
Citywide,LARCENY THEFT,17522,19266,2023-07-23
Citywide,MOTOR VEHICLE THEFT,3786,3427,2023-07-23
Citywide,RAPE,118,149,2023-07-23
Citywide,ROBBERY,1487,1316,2023-07-23
Citywide,TOTAL,27593,29142,2023-07-23
Ingleside,ARSON,15,16,2023-07-23
Ingleside,ASSAULT,136,120,2023-07-23
Ingleside,BURGLARY,340,314,2023-07-23
Ingleside,HOMICIDE,3,3,2023-07-23
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-23
Ingleside,LARCENY THEFT,1122,951,2023-07-23
Ingleside,MOTOR VEHICLE THEFT,638,517,2023-07-23
Ingleside,RAPE,16,15,2023-07-23
Ingleside,ROBBERY,165,108,2023-07-23
Ingleside,TOTAL,2435,2044,2023-07-23
Mission,ARSON,17,15,2023-07-23
Mission,ASSAULT,218,220,2023-07-23
Mission,BURGLARY,359,465,2023-07-23
Mission,HOMICIDE,2,8,2023-07-23
Mission,HUMAN TRAFFICKING - SEX ACT,6,1,2023-07-23
Mission,LARCENY THEFT,1516,1864,2023-07-23
Mission,MOTOR VEHICLE THEFT,518,512,2023-07-23
Mission,RAPE,22,15,2023-07-23
Mission,ROBBERY,215,225,2023-07-23
Mission,TOTAL,2873,3325,2023-07-23
Northern,ARSON,27,36,2023-07-23
Northern,ASSAULT,145,166,2023-07-23
Northern,BURGLARY,544,511,2023-07-23
Northern,HOMICIDE,3,3,2023-07-23
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-07-23
Northern,LARCENY THEFT,2849,3402,2023-07-23
Northern,MOTOR VEHICLE THEFT,416,389,2023-07-23
Northern,RAPE,14,19,2023-07-23
Northern,ROBBERY,190,164,2023-07-23
Northern,TOTAL,4189,4691,2023-07-23
Park,ARSON,4,5,2023-07-23
Park,ASSAULT,41,37,2023-07-23
Park,BURGLARY,201,270,2023-07-23
Park,HOMICIDE,1,1,2023-07-23
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-23
Park,LARCENY THEFT,848,872,2023-07-23
Park,MOTOR VEHICLE THEFT,192,172,2023-07-23
Park,RAPE,6,9,2023-07-23
Park,ROBBERY,38,29,2023-07-23
Park,TOTAL,1331,1395,2023-07-23
Richmond,ARSON,9,3,2023-07-23
Richmond,ASSAULT,33,35,2023-07-23
Richmond,BURGLARY,224,266,2023-07-23
Richmond,HOMICIDE,2,0,2023-07-23
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-23
Richmond,LARCENY THEFT,1817,1887,2023-07-23
Richmond,MOTOR VEHICLE THEFT,180,200,2023-07-23
Richmond,RAPE,1,6,2023-07-23
Richmond,ROBBERY,79,48,2023-07-23
Richmond,TOTAL,2345,2445,2023-07-23
Southern,ARSON,29,22,2023-07-23
Southern,ASSAULT,197,186,2023-07-23
Southern,BURGLARY,345,404,2023-07-23
Southern,HOMICIDE,4,1,2023-07-23
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-07-23
Southern,LARCENY THEFT,1465,2475,2023-07-23
Southern,MOTOR VEHICLE THEFT,327,328,2023-07-23
Southern,RAPE,19,26,2023-07-23
Southern,ROBBERY,161,157,2023-07-23
Southern,TOTAL,2549,3601,2023-07-23
Taraval,ARSON,8,6,2023-07-23
Taraval,ASSAULT,57,56,2023-07-23
Taraval,BURGLARY,294,291,2023-07-23
Taraval,HOMICIDE,0,2,2023-07-23
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-23
Taraval,LARCENY THEFT,1515,1599,2023-07-23
Taraval,MOTOR VEHICLE THEFT,412,350,2023-07-23
Taraval,RAPE,7,3,2023-07-23
Taraval,ROBBERY,81,75,2023-07-23
Taraval,TOTAL,2374,2383,2023-07-23
Tenderloin,ARSON,12,14,2023-07-23
Tenderloin,ASSAULT,242,266,2023-07-23
Tenderloin,BURGLARY,141,126,2023-07-23
Tenderloin,HOMICIDE,7,3,2023-07-23
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-07-23
Tenderloin,LARCENY THEFT,934,982,2023-07-23
Tenderloin,MOTOR VEHICLE THEFT,139,120,2023-07-23
Tenderloin,RAPE,14,19,2023-07-23
Tenderloin,ROBBERY,219,204,2023-07-23
Tenderloin,TOTAL,1708,1737,2023-07-23
