district,category,ytd2022,ytd2021,updated
Bayview,ARSON,39,64,2022-12-25
Bayview,ASSAULT,361,369,2022-12-25
Bayview,BURGLARY,533,533,2022-12-25
Bayview,HOMICIDE,16,15,2022-12-25
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-12-25
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-12-25
Bayview,LARCENY THEFT,1522,1666,2022-12-25
Bayview,MOTOR VEHICLE THEFT,1045,1006,2022-12-25
Bayview,RAPE,24,23,2022-12-25
Bayview,ROBBERY,221,219,2022-12-25
Bayview,TOTAL,3762,3898,2022-12-25
Central,ARSON,39,32,2022-12-25
Central,ASSAULT,220,206,2022-12-25
Central,BURGLARY,700,853,2022-12-25
Central,HOMICIDE,1,1,2022-12-25
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-25
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-12-25
Central,LARCENY THEFT,8090,7562,2022-12-25
Central,MOTOR VEHICLE THEFT,463,453,2022-12-25
Central,RAPE,28,18,2022-12-25
Central,ROBBERY,328,314,2022-12-25
Central,TOTAL,9871,9441,2022-12-25
Citywide,ARSON,292,316,2022-12-25
Citywide,ASSAULT,2562,2363,2022-12-25
Citywide,BURGLARY,5752,7219,2022-12-25
Citywide,HOMICIDE,55,55,2022-12-25
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-12-25
Citywide,HUMAN TRAFFICKING - SEX ACT,18,31,2022-12-25
Citywide,LARCENY THEFT,34529,31481,2022-12-25
Citywide,MOTOR VEHICLE THEFT,6166,5978,2022-12-25
Citywide,RAPE,231,222,2022-12-25
Citywide,ROBBERY,2332,2225,2022-12-25
Citywide,TOTAL,51938,49893,2022-12-25
Ingleside,ARSON,24,23,2022-12-25
Ingleside,ASSAULT,235,207,2022-12-25
Ingleside,BURGLARY,557,654,2022-12-25
Ingleside,HOMICIDE,8,3,2022-12-25
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-12-25
Ingleside,HUMAN TRAFFICKING - SEX ACT,1,1,2022-12-25
Ingleside,LARCENY THEFT,1817,1646,2022-12-25
Ingleside,MOTOR VEHICLE THEFT,970,870,2022-12-25
Ingleside,RAPE,19,16,2022-12-25
Ingleside,ROBBERY,234,223,2022-12-25
Ingleside,TOTAL,3866,3644,2022-12-25
Mission,ARSON,38,57,2022-12-25
Mission,ASSAULT,375,373,2022-12-25
Mission,BURGLARY,737,966,2022-12-25
Mission,HOMICIDE,9,9,2022-12-25
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-25
Mission,HUMAN TRAFFICKING - SEX ACT,2,3,2022-12-25
Mission,LARCENY THEFT,3254,3094,2022-12-25
Mission,MOTOR VEHICLE THEFT,909,888,2022-12-25
Mission,RAPE,29,34,2022-12-25
Mission,ROBBERY,395,347,2022-12-25
Mission,TOTAL,5748,5771,2022-12-25
Northern,ARSON,62,36,2022-12-25
Northern,ASSAULT,291,248,2022-12-25
Northern,BURGLARY,939,1316,2022-12-25
Northern,HOMICIDE,7,6,2022-12-25
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-25
Northern,HUMAN TRAFFICKING - SEX ACT,1,4,2022-12-25
Northern,LARCENY THEFT,6072,5615,2022-12-25
Northern,MOTOR VEHICLE THEFT,660,666,2022-12-25
Northern,RAPE,32,24,2022-12-25
Northern,ROBBERY,290,314,2022-12-25
Northern,TOTAL,8354,8229,2022-12-25
Park,ARSON,7,9,2022-12-25
Park,ASSAULT,61,64,2022-12-25
Park,BURGLARY,426,486,2022-12-25
Park,HOMICIDE,2,4,2022-12-25
Park,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-25
Park,HUMAN TRAFFICKING - SEX ACT,0,1,2022-12-25
Park,LARCENY THEFT,1684,1752,2022-12-25
