district,category,ytd2022,ytd2021,updated
Bayview,ARSON,34,62,2022-11-27
Bayview,ASSAULT,341,341,2022-11-27
Bayview,BURGLARY,492,478,2022-11-27
Bayview,HOMICIDE,13,14,2022-11-27
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-11-27
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-11-27
Bayview,LARCENY THEFT,1440,1530,2022-11-27
Bayview,MOTOR VEHICLE THEFT,952,915,2022-11-27
Bayview,RAPE,22,22,2022-11-27
Bayview,ROBBERY,204,203,2022-11-27
Bayview,TOTAL,3499,3568,2022-11-27
Central,ARSON,37,32,2022-11-27
Central,ASSAULT,206,181,2022-11-27
Central,BURGLARY,639,795,2022-11-27
Central,HOMICIDE,1,1,2022-11-27
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-27
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-11-27
Central,LARCENY THEFT,7384,6911,2022-11-27
Central,MOTOR VEHICLE THEFT,424,411,2022-11-27
Central,RAPE,25,16,2022-11-27
Central,ROBBERY,310,290,2022-11-27
Central,TOTAL,9028,8639,2022-11-27
Citywide,ARSON,273,308,2022-11-27
Citywide,ASSAULT,2375,2185,2022-11-27
Citywide,BURGLARY,5292,6709,2022-11-27
Citywide,HOMICIDE,51,51,2022-11-27
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-11-27
Citywide,HUMAN TRAFFICKING - SEX ACT,17,30,2022-11-27
Citywide,LARCENY THEFT,31814,28459,2022-11-27
Citywide,MOTOR VEHICLE THEFT,5664,5446,2022-11-27
Citywide,RAPE,215,205,2022-11-27
Citywide,ROBBERY,2184,2053,2022-11-27
Citywide,TOTAL,47886,45449,2022-11-27
Ingleside,ARSON,23,23,2022-11-27
Ingleside,ASSAULT,213,188,2022-11-27
Ingleside,BURGLARY,509,606,2022-11-27
Ingleside,HOMICIDE,8,2,2022-11-27
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-11-27
Ingleside,HUMAN TRAFFICKING - SEX ACT,1,1,2022-11-27
Ingleside,LARCENY THEFT,1717,1519,2022-11-27
Ingleside,MOTOR VEHICLE THEFT,881,796,2022-11-27
Ingleside,RAPE,18,15,2022-11-27
Ingleside,ROBBERY,216,210,2022-11-27
Ingleside,TOTAL,3587,3361,2022-11-27
Mission,ARSON,38,54,2022-11-27
Mission,ASSAULT,347,350,2022-11-27
Mission,BURGLARY,695,906,2022-11-27
Mission,HOMICIDE,9,8,2022-11-27
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-27
Mission,HUMAN TRAFFICKING - SEX ACT,2,3,2022-11-27
Mission,LARCENY THEFT,3021,2681,2022-11-27
Mission,MOTOR VEHICLE THEFT,852,810,2022-11-27
Mission,RAPE,27,29,2022-11-27
Mission,ROBBERY,379,316,2022-11-27
Mission,TOTAL,5370,5157,2022-11-27
Northern,ARSON,59,35,2022-11-27
Northern,ASSAULT,274,234,2022-11-27
Northern,BURGLARY,845,1232,2022-11-27
Northern,HOMICIDE,7,6,2022-11-27
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-27
Northern,HUMAN TRAFFICKING - SEX ACT,1,4,2022-11-27
Northern,LARCENY THEFT,5655,5104,2022-11-27
Northern,MOTOR VEHICLE THEFT,622,611,2022-11-27
Northern,RAPE,32,24,2022-11-27
Northern,ROBBERY,272,299,2022-11-27
Northern,TOTAL,7767,7549,2022-11-27
Park,ARSON,6,9,2022-11-27
Park,ASSAULT,58,62,2022-11-27
Park,BURGLARY,400,444,2022-11-27
Park,HOMICIDE,2,4,2022-11-27
