district,category,ytd2023,ytd2022,updated
Bayview,ARSON,21,26,2023-06-25
Bayview,ASSAULT,144,178,2023-06-25
Bayview,BURGLARY,202,275,2023-06-25
Bayview,HOMICIDE,5,3,2023-06-25
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-25
Bayview,LARCENY THEFT,792,758,2023-06-25
Bayview,MOTOR VEHICLE THEFT,597,484,2023-06-25
Bayview,RAPE,2,14,2023-06-25
Bayview,ROBBERY,141,107,2023-06-25
Bayview,TOTAL,1904,1846,2023-06-25
Central,ARSON,19,11,2023-06-25
Central,ASSAULT,97,113,2023-06-25
Central,BURGLARY,384,335,2023-06-25
Central,HOMICIDE,2,0,2023-06-25
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-25
Central,LARCENY THEFT,3528,3417,2023-06-25
Central,MOTOR VEHICLE THEFT,188,238,2023-06-25
Central,RAPE,10,13,2023-06-25
Central,ROBBERY,152,151,2023-06-25
Central,TOTAL,4380,4279,2023-06-25
Citywide,ARSON,141,136,2023-06-25
Citywide,ASSAULT,1169,1220,2023-06-25
Citywide,BURGLARY,2650,2903,2023-06-25
Citywide,HOMICIDE,25,23,2023-06-25
Citywide,HUMAN TRAFFICKING - SEX ACT,6,11,2023-06-25
Citywide,LARCENY THEFT,14884,16273,2023-06-25
Citywide,MOTOR VEHICLE THEFT,3162,2969,2023-06-25
Citywide,RAPE,102,129,2023-06-25
Citywide,ROBBERY,1258,1125,2023-06-25
Citywide,TOTAL,23397,24789,2023-06-25
Ingleside,ARSON,11,13,2023-06-25
Ingleside,ASSAULT,119,104,2023-06-25
Ingleside,BURGLARY,272,277,2023-06-25
Ingleside,HOMICIDE,2,3,2023-06-25
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-25
Ingleside,LARCENY THEFT,992,789,2023-06-25
Ingleside,MOTOR VEHICLE THEFT,531,443,2023-06-25
Ingleside,RAPE,15,13,2023-06-25
Ingleside,ROBBERY,142,87,2023-06-25
Ingleside,TOTAL,2084,1729,2023-06-25
Mission,ARSON,16,12,2023-06-25
Mission,ASSAULT,189,190,2023-06-25
Mission,BURGLARY,305,407,2023-06-25
Mission,HOMICIDE,1,8,2023-06-25
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-06-25
Mission,LARCENY THEFT,1216,1627,2023-06-25
Mission,MOTOR VEHICLE THEFT,429,446,2023-06-25
Mission,RAPE,20,13,2023-06-25
Mission,ROBBERY,176,194,2023-06-25
Mission,TOTAL,2356,2898,2023-06-25
Northern,ARSON,22,30,2023-06-25
Northern,ASSAULT,123,142,2023-06-25
Northern,BURGLARY,462,430,2023-06-25
Northern,HOMICIDE,3,2,2023-06-25
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-25
Northern,LARCENY THEFT,2550,2848,2023-06-25
Northern,MOTOR VEHICLE THEFT,341,339,2023-06-25
Northern,RAPE,10,15,2023-06-25
Northern,ROBBERY,149,134,2023-06-25
Northern,TOTAL,3660,3941,2023-06-25
Park,ARSON,2,4,2023-06-25
Park,ASSAULT,35,31,2023-06-25
Park,BURGLARY,167,231,2023-06-25
Park,HOMICIDE,1,1,2023-06-25
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-25
Park,LARCENY THEFT,693,730,2023-06-25
Park,MOTOR VEHICLE THEFT,161,145,2023-06-25
Park,RAPE,5,8,2023-06-25
Park,ROBBERY,29,28,2023-06-25
Park,TOTAL,1093,1178,2023-06-25
Richmond,ARSON,8,3,2023-06-25
Richmond,ASSAULT,29,33,2023-06-25
Richmond,BURGLARY,185,237,2023-06-25
Richmond,HOMICIDE,2,0,2023-06-25
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-25
Richmond,LARCENY THEFT,1540,1613,2023-06-25
Richmond,MOTOR VEHICLE THEFT,156,173,2023-06-25
Richmond,RAPE,1,5,2023-06-25
Richmond,ROBBERY,72,43,2023-06-25
Richmond,TOTAL,1993,2107,2023-06-25
Southern,ARSON,23,18,2023-06-25
Southern,ASSAULT,173,160,2023-06-25
Southern,BURGLARY,310,350,2023-06-25
Southern,HOMICIDE,3,1,2023-06-25
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-06-25
Southern,LARCENY THEFT,1325,2200,2023-06-25
Southern,MOTOR VEHICLE THEFT,276,292,2023-06-25
Southern,RAPE,15,24,2023-06-25
Southern,ROBBERY,144,134,2023-06-25
Southern,TOTAL,2271,3181,2023-06-25
Taraval,ARSON,8,6,2023-06-25
Taraval,ASSAULT,48,49,2023-06-25
Taraval,BURGLARY,238,244,2023-06-25
Taraval,HOMICIDE,0,2,2023-06-25
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-25
Taraval,LARCENY THEFT,1254,1368,2023-06-25
Taraval,MOTOR VEHICLE THEFT,354,293,2023-06-25
Taraval,RAPE,6,3,2023-06-25
Taraval,ROBBERY,71,66,2023-06-25
Taraval,TOTAL,1979,2032,2023-06-25
Tenderloin,ARSON,10,13,2023-06-25
Tenderloin,ASSAULT,210,213,2023-06-25
Tenderloin,BURGLARY,123,116,2023-06-25
Tenderloin,HOMICIDE,6,3,2023-06-25
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,2,2023-06-25
Tenderloin,LARCENY THEFT,797,747,2023-06-25
Tenderloin,MOTOR VEHICLE THEFT,114,102,2023-06-25
Tenderloin,RAPE,12,18,2023-06-25
Tenderloin,ROBBERY,181,180,2023-06-25
Tenderloin,TOTAL,1453,1394,2023-06-25
