district,category,ytd2023,ytd2022,updated
Bayview,ARSON,19,24,2023-06-18
Bayview,ASSAULT,138,168,2023-06-18
Bayview,BURGLARY,195,264,2023-06-18
Bayview,HOMICIDE,5,3,2023-06-18
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-18
Bayview,LARCENY THEFT,763,712,2023-06-18
Bayview,MOTOR VEHICLE THEFT,575,466,2023-06-18
Bayview,RAPE,2,14,2023-06-18
Bayview,ROBBERY,139,103,2023-06-18
Bayview,TOTAL,1836,1755,2023-06-18
Central,ARSON,18,10,2023-06-18
Central,ASSAULT,92,106,2023-06-18
Central,BURGLARY,364,323,2023-06-18
Central,HOMICIDE,2,0,2023-06-18
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-18
Central,LARCENY THEFT,3420,3236,2023-06-18
Central,MOTOR VEHICLE THEFT,173,227,2023-06-18
Central,RAPE,10,11,2023-06-18
Central,ROBBERY,147,142,2023-06-18
Central,TOTAL,4226,4056,2023-06-18
Citywide,ARSON,136,129,2023-06-18
Citywide,ASSAULT,1119,1157,2023-06-18
Citywide,BURGLARY,2513,2793,2023-06-18
Citywide,HOMICIDE,23,21,2023-06-18
Citywide,HUMAN TRAFFICKING - SEX ACT,6,10,2023-06-18
Citywide,LARCENY THEFT,14341,15525,2023-06-18
Citywide,MOTOR VEHICLE THEFT,3025,2846,2023-06-18
Citywide,RAPE,96,123,2023-06-18
Citywide,ROBBERY,1199,1059,2023-06-18
Citywide,TOTAL,22458,23663,2023-06-18
Ingleside,ARSON,11,13,2023-06-18
Ingleside,ASSAULT,118,101,2023-06-18
Ingleside,BURGLARY,258,267,2023-06-18
Ingleside,HOMICIDE,2,3,2023-06-18
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-18
Ingleside,LARCENY THEFT,948,758,2023-06-18
Ingleside,MOTOR VEHICLE THEFT,508,425,2023-06-18
Ingleside,RAPE,13,13,2023-06-18
Ingleside,ROBBERY,135,86,2023-06-18
Ingleside,TOTAL,1993,1666,2023-06-18
Mission,ARSON,16,12,2023-06-18
Mission,ASSAULT,178,182,2023-06-18
Mission,BURGLARY,291,389,2023-06-18
Mission,HOMICIDE,1,8,2023-06-18
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-06-18
Mission,LARCENY THEFT,1191,1550,2023-06-18
Mission,MOTOR VEHICLE THEFT,409,429,2023-06-18
Mission,RAPE,18,12,2023-06-18
Mission,ROBBERY,168,184,2023-06-18
Mission,TOTAL,2276,2767,2023-06-18
Northern,ARSON,22,29,2023-06-18
Northern,ASSAULT,118,138,2023-06-18
Northern,BURGLARY,447,412,2023-06-18
Northern,HOMICIDE,3,1,2023-06-18
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-18
Northern,LARCENY THEFT,2479,2706,2023-06-18
Northern,MOTOR VEHICLE THEFT,328,327,2023-06-18
Northern,RAPE,8,15,2023-06-18
Northern,ROBBERY,142,126,2023-06-18
Northern,TOTAL,3547,3755,2023-06-18
Park,ARSON,2,4,2023-06-18
Park,ASSAULT,34,27,2023-06-18
Park,BURGLARY,155,227,2023-06-18
Park,HOMICIDE,1,0,2023-06-18
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-18
Park,LARCENY THEFT,668,697,2023-06-18
Park,MOTOR VEHICLE THEFT,154,133,2023-06-18
Park,RAPE,5,8,2023-06-18
Park,ROBBERY,29,26,2023-06-18
Park,TOTAL,1048,1122,2023-06-18
Richmond,ARSON,8,3,2023-06-18
Richmond,ASSAULT,27,33,2023-06-18
Richmond,BURGLARY,178,227,2023-06-18
Richmond,HOMICIDE,1,0,2023-06-18
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-06-18
Richmond,LARCENY THEFT,1467,1547,2023-06-18
Richmond,MOTOR VEHICLE THEFT,150,164,2023-06-18
Richmond,RAPE,1,4,2023-06-18
Richmond,ROBBERY,69,43,2023-06-18
Richmond,TOTAL,1901,2021,2023-06-18
Southern,ARSON,22,17,2023-06-18
Southern,ASSAULT,168,149,2023-06-18
Southern,BURGLARY,301,337,2023-06-18
Southern,HOMICIDE,3,1,2023-06-18
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-06-18
Southern,LARCENY THEFT,1258,2128,2023-06-18
Southern,MOTOR VEHICLE THEFT,265,276,2023-06-18
Southern,RAPE,15,23,2023-06-18
Southern,ROBBERY,136,119,2023-06-18
Southern,TOTAL,2170,3052,2023-06-18
Taraval,ARSON,7,5,2023-06-18
Taraval,ASSAULT,47,47,2023-06-18
Taraval,BURGLARY,224,233,2023-06-18
Taraval,HOMICIDE,0,2,2023-06-18
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-06-18
Taraval,LARCENY THEFT,1206,1304,2023-06-18
Taraval,MOTOR VEHICLE THEFT,342,287,2023-06-18
Taraval,RAPE,6,3,2023-06-18
Taraval,ROBBERY,65,60,2023-06-18
Taraval,TOTAL,1897,1942,2023-06-18
Tenderloin,ARSON,10,12,2023-06-18
Tenderloin,ASSAULT,198,199,2023-06-18
Tenderloin,BURGLARY,99,113,2023-06-18
Tenderloin,HOMICIDE,5,3,2023-06-18
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,2,2023-06-18
Tenderloin,LARCENY THEFT,753,719,2023-06-18
Tenderloin,MOTOR VEHICLE THEFT,107,98,2023-06-18
Tenderloin,RAPE,12,17,2023-06-18
Tenderloin,ROBBERY,168,169,2023-06-18
Tenderloin,TOTAL,1352,1332,2023-06-18
