district,category,ytd2022,ytd2021,updated
Bayview,ARSON,9,7,2023-02-26
Bayview,ASSAULT,48,43,2023-02-26
Bayview,BURGLARY,66,101,2023-02-26
Bayview,HOMICIDE,3,0,2023-02-26
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-02-26
Bayview,LARCENY THEFT,232,238,2023-02-26
Bayview,MOTOR VEHICLE THEFT,193,177,2023-02-26
Bayview,RAPE,1,6,2023-02-26
Bayview,ROBBERY,49,32,2023-02-26
Bayview,TOTAL,601,605,2023-02-26
Central,ARSON,10,2,2023-02-26
Central,ASSAULT,40,33,2023-02-26
Central,BURGLARY,122,102,2023-02-26
Central,HOMICIDE,0,0,2023-02-26
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Central,LARCENY THEFT,1204,1055,2023-02-26
Central,MOTOR VEHICLE THEFT,40,89,2023-02-26
Central,RAPE,1,6,2023-02-26
Central,ROBBERY,0,0,2023-02-26
Central,TOTAL,1468,1338,2023-02-26
Citywide,ARSON,57,48,2023-02-26
Citywide,ASSAULT,353,359,2023-02-26
Citywide,BURGLARY,850,923,2023-02-26
Citywide,HOMICIDE,7,6,2023-02-26
Citywide,HUMAN TRAFFICKING - SEX ACT,2,3,2023-02-26
Citywide,LARCENY THEFT,4313,5164,2023-02-26
Citywide,MOTOR VEHICLE THEFT,917,1110,2023-02-26
Citywide,RAPE,26,46,2023-02-26
Citywide,ROBBERY,410,350,2023-02-26
Citywide,TOTAL,6935,8009,2023-02-26
Ingleside,ARSON,7,1,2023-02-26
Ingleside,ASSAULT,30,35,2023-02-26
Ingleside,BURGLARY,74,76,2023-02-26
Ingleside,HOMICIDE,1,1,2023-02-26
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Ingleside,LARCENY THEFT,209,230,2023-02-26
Ingleside,MOTOR VEHICLE THEFT,152,171,2023-02-26
Ingleside,RAPE,5,3,2023-02-26
Ingleside,ROBBERY,40,27,2023-02-26
Ingleside,TOTAL,518,544,2023-02-26
Mission,ARSON,6,4,2023-02-26
Mission,ASSAULT,59,54,2023-02-26
Mission,BURGLARY,106,120,2023-02-26
Mission,HOMICIDE,1,3,2023-02-26
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-02-26
Mission,LARCENY THEFT,404,580,2023-02-26
Mission,MOTOR VEHICLE THEFT,124,178,2023-02-26
Mission,RAPE,3,4,2023-02-26
Mission,ROBBERY,61,70,2023-02-26
Mission,TOTAL,765,1013,2023-02-26
Northern,ARSON,6,13,2023-02-26
Northern,ASSAULT,35,46,2023-02-26
Northern,BURGLARY,187,142,2023-02-26
Northern,HOMICIDE,1,0,2023-02-26
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Northern,LARCENY THEFT,783,929,2023-02-26
Northern,MOTOR VEHICLE THEFT,90,117,2023-02-26
Northern,RAPE,1,9,2023-02-26
Northern,ROBBERY,51,44,2023-02-26
Northern,TOTAL,1154,1300,2023-02-26
Park,ARSON,1,3,2023-02-26
Park,ASSAULT,9,9,2023-02-26
Park,BURGLARY,44,75,2023-02-26
Park,HOMICIDE,0,0,2023-02-26
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Park,LARCENY THEFT,172,208,2023-02-26
Park,MOTOR VEHICLE THEFT,45,58,2023-02-26
Park,RAPE,3,3,2023-02-26
Park,ROBBERY,9,11,2023-02-26
Park,TOTAL,283,367,2023-02-26
Richmond,ARSON,4,0,2023-02-26
Richmond,ASSAULT,9,16,2023-02-26
Richmond,BURGLARY,58,74,2023-02-26
Richmond,HOMICIDE,0,0,2023-02-26
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Richmond,LARCENY THEFT,426,478,2023-02-26
Richmond,MOTOR VEHICLE THEFT,43,64,2023-02-26
Richmond,RAPE,0,1,2023-02-26
Richmond,ROBBERY,27,9,2023-02-26
Richmond,TOTAL,567,642,2023-02-26
Southern,ARSON,6,11,2023-02-26
Southern,ASSAULT,0,46,2023-02-26
Southern,BURGLARY,100,122,2023-02-26
Southern,HOMICIDE,0,1,2023-02-26
Southern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-02-26
Southern,LARCENY THEFT,362,745,2023-02-26
Southern,MOTOR VEHICLE THEFT,79,107,2023-02-26
Southern,RAPE,5,4,2023-02-26
Southern,ROBBERY,50,46,2023-02-26
Southern,TOTAL,654,1083,2023-02-26
Taraval,ARSON,3,1,2023-02-26
Taraval,ASSAULT,14,13,2023-02-26
Taraval,BURGLARY,64,67,2023-02-26
Taraval,HOMICIDE,0,1,2023-02-26
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Taraval,LARCENY THEFT,277,469,2023-02-26
Taraval,MOTOR VEHICLE THEFT,112,115,2023-02-26
Taraval,RAPE,1,1,2023-02-26
Taraval,ROBBERY,21,16,2023-02-26
Taraval,TOTAL,492,683,2023-02-26
Tenderloin,ARSON,4,6,2023-02-26
Tenderloin,ASSAULT,58,62,2023-02-26
Tenderloin,BURGLARY,29,44,2023-02-26
Tenderloin,HOMICIDE,1,0,2023-02-26
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-02-26
Tenderloin,LARCENY THEFT,217,189,2023-02-26
Tenderloin,MOTOR VEHICLE THEFT,36,28,2023-02-26
Tenderloin,RAPE,6,8,2023-02-26
Tenderloin,ROBBERY,50,43,2023-02-26
Tenderloin,TOTAL,401,380,2023-02-26
