district,category,ytd2023,ytd2022,updated
Bayview,ARSON,13,13,2023-04-09
Bayview,ASSAULT,81,87,2023-04-09
Bayview,BURGLARY,111,161,2023-04-09
Bayview,HOMICIDE,4,1,2023-04-09
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-09
Bayview,LARCENY THEFT,375,423,2023-04-09
Bayview,MOTOR VEHICLE THEFT,327,281,2023-04-09
Bayview,RAPE,1,9,2023-04-09
Bayview,ROBBERY,87,62,2023-04-09
Bayview,TOTAL,999,1038,2023-04-09
Central,ARSON,13,7,2023-04-09
Central,ASSAULT,54,57,2023-04-09
Central,BURGLARY,210,193,2023-04-09
Central,HOMICIDE,1,0,2023-04-09
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-09
Central,LARCENY THEFT,2210,1923,2023-04-09
Central,MOTOR VEHICLE THEFT,85,156,2023-04-09
Central,RAPE,3,7,2023-04-09
Central,ROBBERY,87,91,2023-04-09
Central,TOTAL,2663,2435,2023-04-09
Citywide,ARSON,88,81,2023-04-09
Citywide,ASSAULT,632,628,2023-04-09
Citywide,BURGLARY,1466,1649,2023-04-09
Citywide,HOMICIDE,13,13,2023-04-09
Citywide,HUMAN TRAFFICKING - SEX ACT,4,7,2023-04-09
Citywide,LARCENY THEFT,8130,9299,2023-04-09
Citywide,MOTOR VEHICLE THEFT,1674,1788,2023-04-09
Citywide,RAPE,55,73,2023-04-09
Citywide,ROBBERY,695,633,2023-04-09
Citywide,TOTAL,12757,14171,2023-04-09
Ingleside,ARSON,8,5,2023-04-09
Ingleside,ASSAULT,63,55,2023-04-09
Ingleside,BURGLARY,149,138,2023-04-09
Ingleside,HOMICIDE,2,3,2023-04-09
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-09
Ingleside,LARCENY THEFT,422,446,2023-04-09
Ingleside,MOTOR VEHICLE THEFT,292,266,2023-04-09
Ingleside,RAPE,9,6,2023-04-09
Ingleside,ROBBERY,70,51,2023-04-09
Ingleside,TOTAL,1015,970,2023-04-09
Mission,ARSON,12,8,2023-04-09
Mission,ASSAULT,97,100,2023-04-09
Mission,BURGLARY,173,233,2023-04-09
Mission,HOMICIDE,1,5,2023-04-09
Mission,HUMAN TRAFFICKING - SEX ACT,3,0,2023-04-09
Mission,LARCENY THEFT,702,1004,2023-04-09
Mission,MOTOR VEHICLE THEFT,228,275,2023-04-09
Mission,RAPE,6,7,2023-04-09
Mission,ROBBERY,106,115,2023-04-09
Mission,TOTAL,1328,1747,2023-04-09
Northern,ARSON,11,17,2023-04-09
Northern,ASSAULT,65,76,2023-04-09
Northern,BURGLARY,278,266,2023-04-09
Northern,HOMICIDE,1,0,2023-04-09
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-09
Northern,LARCENY THEFT,1409,1642,2023-04-09
Northern,MOTOR VEHICLE THEFT,182,205,2023-04-09
Northern,RAPE,5,12,2023-04-09
Northern,ROBBERY,83,77,2023-04-09
Northern,TOTAL,2034,2296,2023-04-09
Park,ARSON,1,3,2023-04-09
Park,ASSAULT,19,14,2023-04-09
Park,BURGLARY,76,114,2023-04-09
Park,HOMICIDE,0,0,2023-04-09
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-09
Park,LARCENY THEFT,334,378,2023-04-09
Park,MOTOR VEHICLE THEFT,85,86,2023-04-09
Park,RAPE,4,5,2023-04-09
Park,ROBBERY,16,17,2023-04-09
Park,TOTAL,535,617,2023-04-09
Richmond,ARSON,6,3,2023-04-09
Richmond,ASSAULT,20,22,2023-04-09
Richmond,BURGLARY,100,133,2023-04-09
Richmond,HOMICIDE,1,0,2023-04-09
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-09
Richmond,LARCENY THEFT,819,904,2023-04-09
Richmond,MOTOR VEHICLE THEFT,81,102,2023-04-09
Richmond,RAPE,0,2,2023-04-09
Richmond,ROBBERY,39,21,2023-04-09
Richmond,TOTAL,1066,1187,2023-04-09
Southern,ARSON,13,14,2023-04-09
Southern,ASSAULT,97,84,2023-04-09
Southern,BURGLARY,178,207,2023-04-09
Southern,HOMICIDE,1,1,2023-04-09
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-04-09
Southern,LARCENY THEFT,639,1331,2023-04-09
Southern,MOTOR VEHICLE THEFT,130,165,2023-04-09
Southern,RAPE,11,10,2023-04-09
Southern,ROBBERY,80,66,2023-04-09
Southern,TOTAL,1150,1880,2023-04-09
Taraval,ARSON,4,3,2023-04-09
Taraval,ASSAULT,31,24,2023-04-09
Taraval,BURGLARY,131,125,2023-04-09
Taraval,HOMICIDE,0,1,2023-04-09
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-09
Taraval,LARCENY THEFT,669,810,2023-04-09
Taraval,MOTOR VEHICLE THEFT,204,189,2023-04-09
Taraval,RAPE,4,2,2023-04-09
Taraval,ROBBERY,38,37,2023-04-09
Taraval,TOTAL,1081,1191,2023-04-09
Tenderloin,ARSON,6,8,2023-04-09
Tenderloin,ASSAULT,104,106,2023-04-09
Tenderloin,BURGLARY,59,79,2023-04-09
Tenderloin,HOMICIDE,2,2,2023-04-09
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-09
Tenderloin,LARCENY THEFT,480,356,2023-04-09
Tenderloin,MOTOR VEHICLE THEFT,54,53,2023-04-09
Tenderloin,RAPE,9,11,2023-04-09
Tenderloin,ROBBERY,88,95,2023-04-09
Tenderloin,TOTAL,802,711,2023-04-09
