district,category,ytd2023,ytd2022,updated
Bayview,ARSON,11,8,2023-03-12
Bayview,ASSAULT,57,60,2023-03-12
Bayview,BURGLARY,78,120,2023-03-12
Bayview,HOMICIDE,4,0,2023-03-12
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-03-12
Bayview,LARCENY THEFT,276,301,2023-03-12
Bayview,MOTOR VEHICLE THEFT,223,209,2023-03-12
Bayview,RAPE,1,8,2023-03-12
Bayview,ROBBERY,66,45,2023-03-12
Bayview,TOTAL,716,752,2023-03-12
Central,ARSON,11,5,2023-03-12
Central,ASSAULT,42,43,2023-03-12
Central,BURGLARY,153,131,2023-03-12
Central,HOMICIDE,1,0,2023-03-12
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Central,LARCENY THEFT,1524,1352,2023-03-12
Central,MOTOR VEHICLE THEFT,54,117,2023-03-12
Central,RAPE,2,6,2023-03-12
Central,ROBBERY,63,66,2023-03-12
Central,TOTAL,1850,1720,2023-03-12
Citywide,ARSON,66,58,2023-03-12
Citywide,ASSAULT,428,448,2023-03-12
Citywide,BURGLARY,1062,1154,2023-03-12
Citywide,HOMICIDE,9,8,2023-03-12
Citywide,HUMAN TRAFFICKING - SEX ACT,2,4,2023-03-12
Citywide,LARCENY THEFT,5505,6534,2023-03-12
Citywide,MOTOR VEHICLE THEFT,1123,1348,2023-03-12
Citywide,RAPE,39,50,2023-03-12
Citywide,ROBBERY,525,442,2023-03-12
Citywide,TOTAL,8759,10046,2023-03-12
Ingleside,ARSON,8,2,2023-03-12
Ingleside,ASSAULT,40,42,2023-03-12
Ingleside,BURGLARY,115,89,2023-03-12
Ingleside,HOMICIDE,1,1,2023-03-12
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Ingleside,LARCENY THEFT,253,296,2023-03-12
Ingleside,MOTOR VEHICLE THEFT,193,198,2023-03-12
Ingleside,RAPE,8,3,2023-03-12
Ingleside,ROBBERY,53,31,2023-03-12
Ingleside,TOTAL,671,662,2023-03-12
Mission,ARSON,8,4,2023-03-12
Mission,ASSAULT,69,67,2023-03-12
Mission,BURGLARY,124,159,2023-03-12
Mission,HOMICIDE,1,4,2023-03-12
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-03-12
Mission,LARCENY THEFT,495,721,2023-03-12
Mission,MOTOR VEHICLE THEFT,147,209,2023-03-12
Mission,RAPE,5,4,2023-03-12
Mission,ROBBERY,79,85,2023-03-12
Mission,TOTAL,929,1253,2023-03-12
Northern,ARSON,7,15,2023-03-12
Northern,ASSAULT,42,58,2023-03-12
Northern,BURGLARY,223,179,2023-03-12
Northern,HOMICIDE,1,0,2023-03-12
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Northern,LARCENY THEFT,968,1178,2023-03-12
Northern,MOTOR VEHICLE THEFT,120,158,2023-03-12
Northern,RAPE,1,10,2023-03-12
Northern,ROBBERY,68,54,2023-03-12
Northern,TOTAL,1430,1652,2023-03-12
Park,ARSON,1,3,2023-03-12
Park,ASSAULT,10,9,2023-03-12
Park,BURGLARY,49,85,2023-03-12
Park,HOMICIDE,0,0,2023-03-12
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Park,LARCENY THEFT,239,262,2023-03-12
Park,MOTOR VEHICLE THEFT,54,69,2023-03-12
Park,RAPE,4,3,2023-03-12
Park,ROBBERY,12,11,2023-03-12
Park,TOTAL,369,442,2023-03-12
Richmond,ARSON,5,2,2023-03-12
Richmond,ASSAULT,12,18,2023-03-12
Richmond,BURGLARY,68,94,2023-03-12
Richmond,HOMICIDE,0,0,2023-03-12
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Richmond,LARCENY THEFT,540,604,2023-03-12
Richmond,MOTOR VEHICLE THEFT,54,80,2023-03-12
Richmond,RAPE,0,1,2023-03-12
Richmond,ROBBERY,32,11,2023-03-12
Richmond,TOTAL,711,810,2023-03-12
Southern,ARSON,7,11,2023-03-12
Southern,ASSAULT,65,57,2023-03-12
Southern,BURGLARY,131,155,2023-03-12
Southern,HOMICIDE,0,1,2023-03-12
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-03-12
Southern,LARCENY THEFT,463,935,2023-03-12
Southern,MOTOR VEHICLE THEFT,95,126,2023-03-12
Southern,RAPE,7,4,2023-03-12
Southern,ROBBERY,61,52,2023-03-12
Southern,TOTAL,830,1343,2023-03-12
Taraval,ARSON,3,2,2023-03-12
Taraval,ASSAULT,17,17,2023-03-12
Taraval,BURGLARY,86,85,2023-03-12
Taraval,HOMICIDE,0,1,2023-03-12
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Taraval,LARCENY THEFT,418,579,2023-03-12
Taraval,MOTOR VEHICLE THEFT,137,137,2023-03-12
Taraval,RAPE,3,1,2023-03-12
Taraval,ROBBERY,31,23,2023-03-12
Taraval,TOTAL,695,845,2023-03-12
Tenderloin,ARSON,4,6,2023-03-12
Tenderloin,ASSAULT,74,75,2023-03-12
Tenderloin,BURGLARY,34,57,2023-03-12
Tenderloin,HOMICIDE,1,1,2023-03-12
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-03-12
Tenderloin,LARCENY THEFT,291,249,2023-03-12
Tenderloin,MOTOR VEHICLE THEFT,41,38,2023-03-12
Tenderloin,RAPE,7,8,2023-03-12
Tenderloin,ROBBERY,59,63,2023-03-12
Tenderloin,TOTAL,511,497,2023-03-12
