district,category,ytd2023,ytd2022,updated
Bayview,ARSON,24,30,2023-08-06
Bayview,ASSAULT,178,232,2023-08-06
Bayview,BURGLARY,248,341,2023-08-06
Bayview,HOMICIDE,9,5,2023-08-06
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-08-06
Bayview,LARCENY THEFT,978,967,2023-08-06
Bayview,MOTOR VEHICLE THEFT,757,592,2023-08-06
Bayview,RAPE,5,21,2023-08-06
Bayview,ROBBERY,168,130,2023-08-06
Bayview,TOTAL,2367,2319,2023-08-06
Central,ARSON,21,17,2023-08-06
Central,ASSAULT,120,139,2023-08-06
Central,BURGLARY,473,422,2023-08-06
Central,HOMICIDE,2,0,2023-08-06
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-08-06
Central,LARCENY THEFT,4668,4442,2023-08-06
Central,MOTOR VEHICLE THEFT,276,294,2023-08-06
Central,RAPE,10,17,2023-08-06
Central,ROBBERY,195,200,2023-08-06
Central,TOTAL,5765,5533,2023-08-06
Citywide,ARSON,175,175,2023-08-06
Citywide,ASSAULT,1437,1557,2023-08-06
Citywide,BURGLARY,3379,3600,2023-08-06
Citywide,HOMICIDE,35,29,2023-08-06
Citywide,HUMAN TRAFFICKING - SEX ACT,9,13,2023-08-06
Citywide,LARCENY THEFT,19154,20635,2023-08-06
Citywide,MOTOR VEHICLE THEFT,4119,3640,2023-08-06
Citywide,RAPE,130,159,2023-08-06
Citywide,ROBBERY,1611,1414,2023-08-06
Citywide,TOTAL,30049,31222,2023-08-06
Ingleside,ARSON,17,17,2023-08-06
Ingleside,ASSAULT,145,129,2023-08-06
Ingleside,BURGLARY,367,334,2023-08-06
Ingleside,HOMICIDE,4,6,2023-08-06
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-06
Ingleside,LARCENY THEFT,1179,1043,2023-08-06
Ingleside,MOTOR VEHICLE THEFT,692,540,2023-08-06
Ingleside,RAPE,16,15,2023-08-06
Ingleside,ROBBERY,177,124,2023-08-06
Ingleside,TOTAL,2597,2208,2023-08-06
Mission,ARSON,18,18,2023-08-06
Mission,ASSAULT,233,235,2023-08-06
Mission,BURGLARY,384,491,2023-08-06
Mission,HOMICIDE,2,8,2023-08-06
Mission,HUMAN TRAFFICKING - SEX ACT,6,1,2023-08-06
Mission,LARCENY THEFT,1649,2011,2023-08-06
Mission,MOTOR VEHICLE THEFT,566,544,2023-08-06
Mission,RAPE,26,17,2023-08-06
Mission,ROBBERY,237,240,2023-08-06
Mission,TOTAL,3121,3565,2023-08-06
Northern,ARSON,27,37,2023-08-06
Northern,ASSAULT,153,180,2023-08-06
Northern,BURGLARY,583,550,2023-08-06
Northern,HOMICIDE,3,3,2023-08-06
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-08-06
Northern,LARCENY THEFT,3278,3635,2023-08-06
Northern,MOTOR VEHICLE THEFT,447,409,2023-08-06
Northern,RAPE,16,20,2023-08-06
Northern,ROBBERY,205,174,2023-08-06
Northern,TOTAL,4713,5009,2023-08-06
Park,ARSON,5,5,2023-08-06
Park,ASSAULT,43,39,2023-08-06
Park,BURGLARY,215,287,2023-08-06
Park,HOMICIDE,1,1,2023-08-06
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-06
Park,LARCENY THEFT,958,933,2023-08-06
Park,MOTOR VEHICLE THEFT,206,183,2023-08-06
Park,RAPE,6,9,2023-08-06
Park,ROBBERY,41,33,2023-08-06
Park,TOTAL,1475,1490,2023-08-06
Richmond,ARSON,9,3,2023-08-06
Richmond,ASSAULT,34,41,2023-08-06
Richmond,BURGLARY,258,279,2023-08-06
Richmond,HOMICIDE,2,0,2023-08-06
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-06
Richmond,LARCENY THEFT,1956,1992,2023-08-06
Richmond,MOTOR VEHICLE THEFT,202,213,2023-08-06
Richmond,RAPE,2,6,2023-08-06
Richmond,ROBBERY,85,49,2023-08-06
Richmond,TOTAL,2548,2583,2023-08-06
Southern,ARSON,32,25,2023-08-06
Southern,ASSAULT,213,203,2023-08-06
Southern,BURGLARY,372,441,2023-08-06
Southern,HOMICIDE,4,1,2023-08-06
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-08-06
Southern,LARCENY THEFT,1617,2643,2023-08-06
Southern,MOTOR VEHICLE THEFT,355,361,2023-08-06
Southern,RAPE,21,27,2023-08-06
Southern,ROBBERY,174,169,2023-08-06
Southern,TOTAL,2790,3872,2023-08-06
Taraval,ARSON,8,8,2023-08-06
Taraval,ASSAULT,62,63,2023-08-06
Taraval,BURGLARY,326,316,2023-08-06
Taraval,HOMICIDE,0,2,2023-08-06
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-08-06
Taraval,LARCENY THEFT,1632,1692,2023-08-06
Taraval,MOTOR VEHICLE THEFT,455,367,2023-08-06
Taraval,RAPE,8,4,2023-08-06
Taraval,ROBBERY,86,78,2023-08-06
Taraval,TOTAL,2577,2531,2023-08-06
Tenderloin,ARSON,13,15,2023-08-06
Tenderloin,ASSAULT,253,289,2023-08-06
Tenderloin,BURGLARY,151,138,2023-08-06
Tenderloin,HOMICIDE,8,3,2023-08-06
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-08-06
Tenderloin,LARCENY THEFT,984,1046,2023-08-06
Tenderloin,MOTOR VEHICLE THEFT,146,123,2023-08-06
Tenderloin,RAPE,14,20,2023-08-06
Tenderloin,ROBBERY,242,216,2023-08-06
Tenderloin,TOTAL,1811,1853,2023-08-06
