district,category,ytd2022,ytd2021,updated
Bayview,ARSON,32,58,2022-11-06
Bayview,ASSAULT,318,326,2022-11-06
Bayview,BURGLARY,460,442,2022-11-06
Bayview,HOMICIDE,12,12,2022-11-06
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-11-06
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-11-06
Bayview,LARCENY THEFT,1345,1446,2022-11-06
Bayview,MOTOR VEHICLE THEFT,879,849,2022-11-06
Bayview,RAPE,22,20,2022-11-06
Bayview,ROBBERY,187,187,2022-11-06
Bayview,TOTAL,3256,3343,2022-11-06
Central,ARSON,36,32,2022-11-06
Central,ASSAULT,195,164,2022-11-06
Central,BURGLARY,601,736,2022-11-06
Central,HOMICIDE,1,0,2022-11-06
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-11-06
Central,LARCENY THEFT,6785,6324,2022-11-06
Central,MOTOR VEHICLE THEFT,404,386,2022-11-06
Central,RAPE,23,16,2022-11-06
Central,ROBBERY,294,279,2022-11-06
Central,TOTAL,8341,7939,2022-11-06
Citywide,ARSON,256,288,2022-11-06
Citywide,ASSAULT,2237,2040,2022-11-06
Citywide,BURGLARY,4976,6305,2022-11-06
Citywide,HOMICIDE,45,46,2022-11-06
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-11-06
Citywide,HUMAN TRAFFICKING - SEX ACT,14,30,2022-11-06
Citywide,LARCENY THEFT,29595,25952,2022-11-06
Citywide,MOTOR VEHICLE THEFT,5284,5088,2022-11-06
Citywide,RAPE,204,193,2022-11-06
Citywide,ROBBERY,2048,1937,2022-11-06
Citywide,TOTAL,44660,41882,2022-11-06
Ingleside,ARSON,21,19,2022-11-06
Ingleside,ASSAULT,194,170,2022-11-06
Ingleside,BURGLARY,487,575,2022-11-06
Ingleside,HOMICIDE,7,2,2022-11-06
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-11-06
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,1,2022-11-06
Ingleside,LARCENY THEFT,1552,1430,2022-11-06
Ingleside,MOTOR VEHICLE THEFT,809,746,2022-11-06
Ingleside,RAPE,17,14,2022-11-06
Ingleside,ROBBERY,199,200,2022-11-06
Ingleside,TOTAL,3287,3158,2022-11-06
Mission,ARSON,34,53,2022-11-06
Mission,ASSAULT,331,324,2022-11-06
Mission,BURGLARY,663,849,2022-11-06
Mission,HOMICIDE,9,8,2022-11-06
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Mission,HUMAN TRAFFICKING - SEX ACT,1,3,2022-11-06
Mission,LARCENY THEFT,2795,2349,2022-11-06
Mission,MOTOR VEHICLE THEFT,801,749,2022-11-06
Mission,RAPE,25,27,2022-11-06
Mission,ROBBERY,361,292,2022-11-06
Mission,TOTAL,5020,4654,2022-11-06
Northern,ARSON,56,33,2022-11-06
Northern,ASSAULT,262,210,2022-11-06
Northern,BURGLARY,790,1157,2022-11-06
Northern,HOMICIDE,6,5,2022-11-06
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Northern,HUMAN TRAFFICKING - SEX ACT,1,4,2022-11-06
Northern,LARCENY THEFT,5283,4687,2022-11-06
Northern,MOTOR VEHICLE THEFT,585,572,2022-11-06
Northern,RAPE,30,22,2022-11-06
Northern,ROBBERY,254,284,2022-11-06
Northern,TOTAL,7267,6974,2022-11-06
Park,ARSON,6,9,2022-11-06
Park,ASSAULT,55,60,2022-11-06
Park,BURGLARY,373,422,2022-11-06
Park,HOMICIDE,2,4,2022-11-06
Park,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Park,HUMAN TRAFFICKING - SEX ACT,0,1,2022-11-06
Park,LARCENY THEFT,1393,1502,2022-11-06
Park,MOTOR VEHICLE THEFT,268,251,2022-11-06
Park,RAPE,10,8,2022-11-06
Park,ROBBERY,44,42,2022-11-06
Park,TOTAL,2151,2299,2022-11-06
Richmond,ARSON,6,21,2022-11-06
Richmond,ASSAULT,73,67,2022-11-06
Richmond,BURGLARY,371,569,2022-11-06
Richmond,HOMICIDE,0,0,2022-11-06
Richmond,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2022-11-06
Richmond,LARCENY THEFT,2792,2617,2022-11-06
Richmond,MOTOR VEHICLE THEFT,308,324,2022-11-06
Richmond,RAPE,7,7,2022-11-06
Richmond,ROBBERY,70,102,2022-11-06
Richmond,TOTAL,3627,3707,2022-11-06
Southern,ARSON,33,32,2022-11-06
Southern,ASSAULT,296,236,2022-11-06
Southern,BURGLARY,614,729,2022-11-06
Southern,HOMICIDE,1,5,2022-11-06
Southern,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Southern,HUMAN TRAFFICKING - SEX ACT,2,3,2022-11-06
Southern,LARCENY THEFT,3491,2597,2022-11-06
Southern,MOTOR VEHICLE THEFT,488,469,2022-11-06
Southern,RAPE,32,28,2022-11-06
Southern,ROBBERY,233,187,2022-11-06
Southern,TOTAL,5190,4286,2022-11-06
Taraval,ARSON,10,14,2022-11-06
Taraval,ASSAULT,87,88,2022-11-06
Taraval,BURGLARY,447,556,2022-11-06
Taraval,HOMICIDE,2,0,2022-11-06
Taraval,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Taraval,HUMAN TRAFFICKING - SEX ACT,1,3,2022-11-06
Taraval,LARCENY THEFT,2399,1800,2022-11-06
Taraval,MOTOR VEHICLE THEFT,545,516,2022-11-06
Taraval,RAPE,6,11,2022-11-06
Taraval,ROBBERY,108,108,2022-11-06
Taraval,TOTAL,3605,3096,2022-11-06
Tenderloin,ARSON,22,17,2022-11-06
Tenderloin,ASSAULT,418,385,2022-11-06
Tenderloin,BURGLARY,170,265,2022-11-06
Tenderloin,HOMICIDE,5,10,2022-11-06
Tenderloin,HUMAN TRAFFICKING - INV SERV,0,0,2022-11-06
Tenderloin,HUMAN TRAFFICKING - SEX ACT,3,5,2022-11-06
Tenderloin,LARCENY THEFT,1450,1022,2022-11-06
Tenderloin,MOTOR VEHICLE THEFT,177,206,2022-11-06
Tenderloin,RAPE,28,25,2022-11-06
Tenderloin,ROBBERY,297,248,2022-11-06
Tenderloin,TOTAL,2570,2183,2022-11-06
