district,category,ytd2023,ytd2022,updated
Bayview,ARSON,27,31,2023-09-17
Bayview,ASSAULT,213,282,2023-09-17
Bayview,BURGLARY,291,409,2023-09-17
Bayview,HOMICIDE,9,10,2023-09-17
Bayview,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-17
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-17
Bayview,LARCENY THEFT,1134,1133,2023-09-17
Bayview,MOTOR VEHICLE THEFT,855,721,2023-09-17
Bayview,RAPE,7,23,2023-09-17
Bayview,ROBBERY,204,152,2023-09-17
Bayview,TOTAL,2740,2762,2023-09-17
Central,ARSON,25,30,2023-09-17
Central,ASSAULT,152,166,2023-09-17
Central,BURGLARY,533,504,2023-09-17
Central,HOMICIDE,2,0,2023-09-17
Central,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-17
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-09-17
Central,LARCENY THEFT,5853,5643,2023-09-17
Central,MOTOR VEHICLE THEFT,347,348,2023-09-17
Central,RAPE,12,22,2023-09-17
Central,ROBBERY,242,239,2023-09-17
Central,TOTAL,7166,6954,2023-09-17
Citywide,ARSON,201,215,2023-09-17
Citywide,ASSAULT,1742,1881,2023-09-17
Citywide,BURGLARY,4039,4332,2023-09-17
Citywide,HOMICIDE,40,36,2023-09-17
Citywide,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-17
Citywide,HUMAN TRAFFICKING - SEX ACT,14,14,2023-09-17
Citywide,LARCENY THEFT,23493,24883,2023-09-17
Citywide,MOTOR VEHICLE THEFT,4898,4416,2023-09-17
Citywide,RAPE,157,192,2023-09-17
Citywide,ROBBERY,1989,1704,2023-09-17
Citywide,TOTAL,36573,37674,2023-09-17
Ingleside,ARSON,20,19,2023-09-17
Ingleside,ASSAULT,176,158,2023-09-17
Ingleside,BURGLARY,467,415,2023-09-17
Ingleside,HOMICIDE,4,6,2023-09-17
Ingleside,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-17
Ingleside,HUMAN TRAFFICKING - SEX ACT,1,0,2023-09-17
Ingleside,LARCENY THEFT,1397,1256,2023-09-17
