district,category,ytd2023,ytd2022,updated
Bayview,ARSON,25,30,2023-08-13
Bayview,ASSAULT,181,246,2023-08-13
Bayview,BURGLARY,254,353,2023-08-13
Bayview,HOMICIDE,9,7,2023-08-13
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-08-13
Bayview,LARCENY THEFT,994,999,2023-08-13
Bayview,MOTOR VEHICLE THEFT,773,615,2023-08-13
Bayview,RAPE,5,21,2023-08-13
Bayview,ROBBERY,170,132,2023-08-13
Bayview,TOTAL,2411,2404,2023-08-13
Central,ARSON,22,18,2023-08-13
Central,ASSAULT,125,142,2023-08-13
Central,BURGLARY,481,433,2023-08-13
Central,HOMICIDE,2,0,2023-08-13
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-08-13
Central,LARCENY THEFT,4750,4598,2023-08-13
Central,MOTOR VEHICLE THEFT,284,302,2023-08-13
Central,RAPE,11,20,2023-08-13
Central,ROBBERY,202,209,2023-08-13
Central,TOTAL,5877,5724,2023-08-13
Citywide,ARSON,179,179,2023-08-13
Citywide,ASSAULT,1483,1609,2023-08-13
Citywide,BURGLARY,3485,3727,2023-08-13
Citywide,HOMICIDE,35,31,2023-08-13
Citywide,HUMAN TRAFFICKING - SEX ACT,10,13,2023-08-13
Citywide,LARCENY THEFT,19765,21286,2023-08-13
Citywide,MOTOR VEHICLE THEFT,4252,3772,2023-08-13
Citywide,RAPE,138,168,2023-08-13
Citywide,ROBBERY,1660,1450,2023-08-13
Citywide,TOTAL,31007,32235,2023-08-13
Ingleside,ARSON,17,17,2023-08-13
Ingleside,ASSAULT,150,134,2023-08-13
Ingleside,BURGLARY,385,344,2023-08-13
Ingleside,HOMICIDE,4,6,2023-08-13
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-13
Ingleside,LARCENY THEFT,1228,1070,2023-08-13
Ingleside,MOTOR VEHICLE THEFT,712,555,2023-08-13
Ingleside,RAPE,16,16,2023-08-13
Ingleside,ROBBERY,182,124,2023-08-13
Ingleside,TOTAL,2694,2266,2023-08-13
Mission,ARSON,18,19,2023-08-13
Mission,ASSAULT,240,244,2023-08-13
Mission,BURGLARY,392,508,2023-08-13
Mission,HOMICIDE,2,8,2023-08-13
Mission,HUMAN TRAFFICKING - SEX ACT,6,1,2023-08-13
Mission,LARCENY THEFT,1694,2081,2023-08-13
Mission,MOTOR VEHICLE THEFT,593,564,2023-08-13
Mission,RAPE,27,19,2023-08-13
Mission,ROBBERY,247,242,2023-08-13
Mission,TOTAL,3219,3686,2023-08-13
Northern,ARSON,27,37,2023-08-13
Northern,ASSAULT,158,185,2023-08-13
Northern,BURGLARY,598,568,2023-08-13
Northern,HOMICIDE,3,3,2023-08-13
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-08-13
Northern,LARCENY THEFT,3412,3740,2023-08-13
Northern,MOTOR VEHICLE THEFT,461,420,2023-08-13
Northern,RAPE,17,21,2023-08-13
Northern,ROBBERY,211,178,2023-08-13
Northern,TOTAL,4888,5153,2023-08-13
Park,ARSON,6,6,2023-08-13
Park,ASSAULT,45,39,2023-08-13
Park,BURGLARY,226,300,2023-08-13
Park,HOMICIDE,1,1,2023-08-13
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-13
Park,LARCENY THEFT,1021,972,2023-08-13
Park,MOTOR VEHICLE THEFT,213,191,2023-08-13
Park,RAPE,6,9,2023-08-13
Park,ROBBERY,41,33,2023-08-13
Park,TOTAL,1559,1551,2023-08-13
Richmond,ARSON,9,4,2023-08-13
Richmond,ASSAULT,36,43,2023-08-13
Richmond,BURGLARY,267,287,2023-08-13
Richmond,HOMICIDE,2,0,2023-08-13
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-08-13
Richmond,LARCENY THEFT,2069,2065,2023-08-13
Richmond,MOTOR VEHICLE THEFT,211,231,2023-08-13
Richmond,RAPE,3,6,2023-08-13
Richmond,ROBBERY,88,51,2023-08-13
Richmond,TOTAL,2685,2687,2023-08-13
Southern,ARSON,32,25,2023-08-13
Southern,ASSAULT,217,209,2023-08-13
Southern,BURGLARY,383,460,2023-08-13
Southern,HOMICIDE,4,1,2023-08-13
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-08-13
Southern,LARCENY THEFT,1635,2692,2023-08-13
Southern,MOTOR VEHICLE THEFT,365,375,2023-08-13
Southern,RAPE,23,27,2023-08-13
Southern,ROBBERY,180,178,2023-08-13
Southern,TOTAL,2841,3969,2023-08-13
Taraval,ARSON,9,8,2023-08-13
Taraval,ASSAULT,62,64,2023-08-13
Taraval,BURGLARY,343,331,2023-08-13
Taraval,HOMICIDE,0,2,2023-08-13
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-08-13
Taraval,LARCENY THEFT,1678,1740,2023-08-13
Taraval,MOTOR VEHICLE THEFT,474,380,2023-08-13
Taraval,RAPE,8,4,2023-08-13
Taraval,ROBBERY,88,79,2023-08-13
Taraval,TOTAL,2662,2609,2023-08-13
Tenderloin,ARSON,13,15,2023-08-13
Tenderloin,ASSAULT,266,295,2023-08-13
Tenderloin,BURGLARY,154,142,2023-08-13
Tenderloin,HOMICIDE,8,3,2023-08-13
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-08-13
Tenderloin,LARCENY THEFT,1012,1082,2023-08-13
Tenderloin,MOTOR VEHICLE THEFT,149,125,2023-08-13
Tenderloin,RAPE,16,22,2023-08-13
Tenderloin,ROBBERY,250,223,2023-08-13
Tenderloin,TOTAL,1868,1910,2023-08-13
