district,category,ytd2023,ytd2022,updated
Bayview,ARSON,28,31,2023-09-24
Bayview,ASSAULT,220,291,2023-09-24
Bayview,BURGLARY,299,417,2023-09-24
Bayview,HOMICIDE,9,11,2023-09-24
Bayview,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-24
Bayview,LARCENY THEFT,1154,1167,2023-09-24
Bayview,MOTOR VEHICLE THEFT,872,741,2023-09-24
Bayview,RAPE,8,23,2023-09-24
Bayview,ROBBERY,209,156,2023-09-24
Bayview,TOTAL,2799,2838,2023-09-24
Central,ARSON,26,31,2023-09-24
Central,ASSAULT,153,168,2023-09-24
Central,BURGLARY,542,518,2023-09-24
Central,HOMICIDE,2,0,2023-09-24
Central,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-09-24
Central,LARCENY THEFT,5967,5867,2023-09-24
Central,MOTOR VEHICLE THEFT,354,353,2023-09-24
Central,RAPE,12,22,2023-09-24
Central,ROBBERY,251,252,2023-09-24
Central,TOTAL,7307,7213,2023-09-24
Citywide,ARSON,206,219,2023-09-24
Citywide,ASSAULT,1789,1954,2023-09-24
Citywide,BURGLARY,4186,4459,2023-09-24
Citywide,HOMICIDE,40,39,2023-09-24
Citywide,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-24
Citywide,HUMAN TRAFFICKING - SEX ACT,14,14,2023-09-24
Citywide,LARCENY THEFT,24018,25728,2023-09-24
Citywide,MOTOR VEHICLE THEFT,5038,4540,2023-09-24
Citywide,RAPE,165,197,2023-09-24
Citywide,ROBBERY,2039,1755,2023-09-24
Citywide,TOTAL,37495,38906,2023-09-24
Ingleside,ARSON,22,19,2023-09-24
Ingleside,ASSAULT,183,164,2023-09-24
Ingleside,BURGLARY,482,430,2023-09-24
Ingleside,HOMICIDE,4,6,2023-09-24
Ingleside,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-24
Ingleside,HUMAN TRAFFICKING - SEX ACT,1,0,2023-09-24
Ingleside,LARCENY THEFT,1459,1297,2023-09-24
Ingleside,MOTOR VEHICLE THEFT,856,681,2023-09-24
Ingleside,RAPE,19,16,2023-09-24
Ingleside,ROBBERY,219,159,2023-09-24
Ingleside,TOTAL,3245,2773,2023-09-24
Mission,ARSON,21,27,2023-09-24
Mission,ASSAULT,285,294,2023-09-24
Mission,BURGLARY,485,601,2023-09-24
Mission,HOMICIDE,3,9,2023-09-24
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Mission,HUMAN TRAFFICKING - SEX ACT,7,1,2023-09-24
Mission,LARCENY THEFT,1984,2447,2023-09-24
Mission,MOTOR VEHICLE THEFT,681,702,2023-09-24
Mission,RAPE,31,22,2023-09-24
Mission,ROBBERY,309,299,2023-09-24
Mission,TOTAL,3806,4402,2023-09-24
Northern,ARSON,31,47,2023-09-24
Northern,ASSAULT,187,217,2023-09-24
Northern,BURGLARY,717,692,2023-09-24
Northern,HOMICIDE,3,6,2023-09-24
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-09-24
Northern,LARCENY THEFT,4106,4559,2023-09-24
Northern,MOTOR VEHICLE THEFT,545,495,2023-09-24
Northern,RAPE,23,27,2023-09-24
Northern,ROBBERY,246,216,2023-09-24
Northern,TOTAL,5859,6260,2023-09-24
Park,ARSON,6,6,2023-09-24
Park,ASSAULT,54,46,2023-09-24
Park,BURGLARY,265,351,2023-09-24
Park,HOMICIDE,2,1,2023-09-24
Park,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-09-24
Park,LARCENY THEFT,1198,1229,2023-09-24
Park,MOTOR VEHICLE THEFT,250,230,2023-09-24
Park,RAPE,6,10,2023-09-24
Park,ROBBERY,57,40,2023-09-24
Park,TOTAL,1838,1913,2023-09-24
Richmond,ARSON,10,4,2023-09-24
Richmond,ASSAULT,46,57,2023-09-24
Richmond,BURGLARY,339,334,2023-09-24
Richmond,HOMICIDE,3,0,2023-09-24
Richmond,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-24
Richmond,HUMAN TRAFFICKING - SEX ACT,2,0,2023-09-24
Richmond,LARCENY THEFT,2613,2417,2023-09-24
Richmond,MOTOR VEHICLE THEFT,265,274,2023-09-24
Richmond,RAPE,5,7,2023-09-24
Richmond,ROBBERY,104,63,2023-09-24
