district,category,ytd2022,ytd2021,updated
Bayview,ARSON,0,0,2023-01-01
Bayview,ASSAULT,1,0,2023-01-01
Bayview,BURGLARY,1,1,2023-01-01
Bayview,LARCENY THEFT,1,10,2023-01-01
Bayview,MOTOR VEHICLE THEFT,4,1,2023-01-01
Bayview,RAPE,0,1,2023-01-01
Bayview,ROBBERY,0,1,2023-01-01
Bayview,TOTAL,7,14,2023-01-01
Central,ARSON,0,0,2023-01-01
Central,ASSAULT,1,3,2023-01-01
Central,BURGLARY,1,0,2023-01-01
Central,LARCENY THEFT,12,20,2023-01-01
Central,MOTOR VEHICLE THEFT,1,1,2023-01-01
Central,RAPE,0,0,2023-01-01
Central,ROBBERY,1,4,2023-01-01
Central,TOTAL,16,28,2023-01-01
Citywide,ARSON,1,1,2023-01-01
Citywide,ASSAULT,11,10,2023-01-01
Citywide,BURGLARY,11,8,2023-01-01
Citywide,LARCENY THEFT,46,124,2023-01-01
Citywide,MOTOR VEHICLE THEFT,11,10,2023-01-01
Citywide,RAPE,0,1,2023-01-01
Citywide,ROBBERY,6,9,2023-01-01
Citywide,TOTAL,86,163,2023-01-01
Ingleside,ARSON,1,0,2023-01-01
Ingleside,ASSAULT,2,2,2023-01-01
Ingleside,BURGLARY,1,0,2023-01-01
Ingleside,LARCENY THEFT,0,3,2023-01-01
Ingleside,MOTOR VEHICLE THEFT,1,1,2023-01-01
Ingleside,RAPE,0,0,2023-01-01
Ingleside,ROBBERY,1,0,2023-01-01
Ingleside,TOTAL,6,6,2023-01-01
Mission,ARSON,0,0,2023-01-01
Mission,ASSAULT,3,2,2023-01-01
Mission,BURGLARY,1,1,2023-01-01
Mission,LARCENY THEFT,4,17,2023-01-01
Mission,MOTOR VEHICLE THEFT,2,1,2023-01-01
Mission,RAPE,0,0,2023-01-01
Mission,ROBBERY,0,1,2023-01-01
Mission,TOTAL,10,22,2023-01-01
Northern,ARSON,0,0,2023-01-01
Northern,ASSAULT,1,0,2023-01-01
Northern,BURGLARY,1,0,2023-01-01
Northern,LARCENY THEFT,11,22,2023-01-01
Northern,MOTOR VEHICLE THEFT,0,3,2023-01-01
Northern,RAPE,0,0,2023-01-01
Northern,ROBBERY,2,1,2023-01-01
Northern,TOTAL,15,26,2023-01-01
Park,ARSON,0,1,2023-01-01
Park,ASSAULT,0,0,2023-01-01
Park,BURGLARY,1,1,2023-01-01
Park,LARCENY THEFT,4,7,2023-01-01
Park,MOTOR VEHICLE THEFT,0,0,2023-01-01
Park,RAPE,0,0,2023-01-01
Park,ROBBERY,0,0,2023-01-01
Park,TOTAL,5,9,2023-01-01
Richmond,ARSON,0,0,2023-01-01
Richmond,ASSAULT,0,0,2023-01-01
Richmond,BURGLARY,1,2,2023-01-01
Richmond,LARCENY THEFT,6,9,2023-01-01
Richmond,MOTOR VEHICLE THEFT,0,1,2023-01-01
Richmond,RAPE,0,0,2023-01-01
Richmond,ROBBERY,0,0,2023-01-01
Richmond,TOTAL,7,12,2023-01-01
Southern,ARSON,0,0,2023-01-01
Southern,ASSAULT,2,1,2023-01-01
Southern,BURGLARY,1,2,2023-01-01
Southern,LARCENY THEFT,5,18,2023-01-01
Southern,MOTOR VEHICLE THEFT,2,1,2023-01-01
Southern,RAPE,0,0,2023-01-01
Southern,ROBBERY,0,0,2023-01-01
Southern,TOTAL,10,22,2023-01-01
Taraval,ARSON,0,0,2023-01-01
Taraval,ASSAULT,1,0,2023-01-01
Taraval,BURGLARY,2,1,2023-01-01
Taraval,LARCENY THEFT,2,6,2023-01-01
Taraval,MOTOR VEHICLE THEFT,0,0,2023-01-01
Taraval,RAPE,0,0,2023-01-01
Taraval,ROBBERY,0,0,2023-01-01
Taraval,TOTAL,5,7,2023-01-01
Tenderloin,ARSON,0,0,2023-01-01
Tenderloin,ASSAULT,0,2,2023-01-01
Tenderloin,BURGLARY,1,0,2023-01-01
Tenderloin,LARCENY THEFT,1,7,2023-01-01
Tenderloin,MOTOR VEHICLE THEFT,1,1,2023-01-01
Tenderloin,RAPE,0,0,2023-01-01
Tenderloin,ROBBERY,2,2,2023-01-01
Tenderloin,TOTAL,5,12,2023-01-01
