district,category,ytd2023,ytd2022,updated
Bayview,ARSON,21,27,2023-07-02
Bayview,ASSAULT,150,187,2023-07-02
Bayview,BURGLARY,206,285,2023-07-02
Bayview,HOMICIDE,6,4,2023-07-02
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-02
Bayview,LARCENY THEFT,824,799,2023-07-02
Bayview,MOTOR VEHICLE THEFT,623,498,2023-07-02
Bayview,RAPE,2,14,2023-07-02
Bayview,ROBBERY,144,111,2023-07-02
Bayview,TOTAL,1976,1926,2023-07-02
Central,ARSON,19,12,2023-07-02
Central,ASSAULT,100,119,2023-07-02
Central,BURGLARY,396,349,2023-07-02
Central,HOMICIDE,2,0,2023-07-02
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-02
Central,LARCENY THEFT,3642,3590,2023-07-02
Central,MOTOR VEHICLE THEFT,201,248,2023-07-02
Central,RAPE,10,15,2023-07-02
Central,ROBBERY,156,159,2023-07-02
Central,TOTAL,4526,4493,2023-07-02
Citywide,ARSON,152,145,2023-07-02
Citywide,ASSAULT,1206,1277,2023-07-02
Citywide,BURGLARY,2761,3022,2023-07-02
Citywide,HOMICIDE,26,25,2023-07-02
Citywide,HUMAN TRAFFICKING - SEX ACT,7,12,2023-07-02
Citywide,LARCENY THEFT,15524,17155,2023-07-02
Citywide,MOTOR VEHICLE THEFT,3311,3091,2023-07-02
Citywide,RAPE,105,135,2023-07-02
Citywide,ROBBERY,1316,1176,2023-07-02
Citywide,TOTAL,24408,26038,2023-07-02
Ingleside,ARSON,13,14,2023-07-02
Ingleside,ASSAULT,124,108,2023-07-02
Ingleside,BURGLARY,286,281,2023-07-02
Ingleside,HOMICIDE,2,3,2023-07-02
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-02
Ingleside,LARCENY THEFT,1028,829,2023-07-02
Ingleside,MOTOR VEHICLE THEFT,559,464,2023-07-02
Ingleside,RAPE,15,14,2023-07-02
Ingleside,ROBBERY,149,93,2023-07-02
Ingleside,TOTAL,2176,1806,2023-07-02
Mission,ARSON,16,14,2023-07-02
Mission,ASSAULT,194,196,2023-07-02
Mission,BURGLARY,318,425,2023-07-02
Mission,HOMICIDE,1,8,2023-07-02
Mission,HUMAN TRAFFICKING - SEX ACT,5,1,2023-07-02
Mission,LARCENY THEFT,1317,1696,2023-07-02
Mission,MOTOR VEHICLE THEFT,444,472,2023-07-02
Mission,RAPE,20,13,2023-07-02
Mission,ROBBERY,185,204,2023-07-02
Mission,TOTAL,2500,3029,2023-07-02
Northern,ARSON,24,31,2023-07-02
Northern,ASSAULT,126,149,2023-07-02
Northern,BURGLARY,485,451,2023-07-02
Northern,HOMICIDE,3,3,2023-07-02
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-02
Northern,LARCENY THEFT,2631,3013,2023-07-02
Northern,MOTOR VEHICLE THEFT,365,349,2023-07-02
Northern,RAPE,11,17,2023-07-02
Northern,ROBBERY,157,142,2023-07-02
Northern,TOTAL,3802,4156,2023-07-02
Park,ARSON,3,4,2023-07-02
Park,ASSAULT,37,32,2023-07-02
Park,BURGLARY,175,240,2023-07-02
Park,HOMICIDE,1,1,2023-07-02
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-02
Park,LARCENY THEFT,731,762,2023-07-02
Park,MOTOR VEHICLE THEFT,167,157,2023-07-02
Park,RAPE,5,8,2023-07-02
Park,ROBBERY,33,28,2023-07-02
Park,TOTAL,1152,1232,2023-07-02
Richmond,ARSON,9,3,2023-07-02
Richmond,ASSAULT,31,33,2023-07-02
Richmond,BURGLARY,193,250,2023-07-02
Richmond,HOMICIDE,2,0,2023-07-02
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-07-02
Richmond,LARCENY THEFT,1595,1698,2023-07-02
Richmond,MOTOR VEHICLE THEFT,160,179,2023-07-02
Richmond,RAPE,1,5,2023-07-02
Richmond,ROBBERY,73,43,2023-07-02
Richmond,TOTAL,2064,2211,2023-07-02
Southern,ARSON,28,21,2023-07-02
Southern,ASSAULT,177,168,2023-07-02
Southern,BURGLARY,319,366,2023-07-02
Southern,HOMICIDE,3,1,2023-07-02
Southern,HUMAN TRAFFICKING - SEX ACT,2,2,2023-07-02
Southern,LARCENY THEFT,1362,2268,2023-07-02
Southern,MOTOR VEHICLE THEFT,288,301,2023-07-02
Southern,RAPE,16,24,2023-07-02
Southern,ROBBERY,152,139,2023-07-02
Southern,TOTAL,2347,3290,2023-07-02
Taraval,ARSON,8,6,2023-07-02
Taraval,ASSAULT,49,50,2023-07-02
Taraval,BURGLARY,253,255,2023-07-02
Taraval,HOMICIDE,0,2,2023-07-02
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-07-02
Taraval,LARCENY THEFT,1324,1436,2023-07-02
Taraval,MOTOR VEHICLE THEFT,365,300,2023-07-02
Taraval,RAPE,7,3,2023-07-02
Taraval,ROBBERY,74,70,2023-07-02
Taraval,TOTAL,2080,2123,2023-07-02
Tenderloin,ARSON,10,13,2023-07-02
Tenderloin,ASSAULT,216,228,2023-07-02
Tenderloin,BURGLARY,128,119,2023-07-02
Tenderloin,HOMICIDE,6,3,2023-07-02
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,3,2023-07-02
Tenderloin,LARCENY THEFT,860,879,2023-07-02
Tenderloin,MOTOR VEHICLE THEFT,124,109,2023-07-02
Tenderloin,RAPE,12,19,2023-07-02
Tenderloin,ROBBERY,192,186,2023-07-02
Tenderloin,TOTAL,1548,1559,2023-07-02
