district,category,ytd2022,ytd2021,updated
Bayview,ARSON,4,3,2023-01-29
Bayview,ASSAULT,26,11,2023-01-29
Bayview,BURGLARY,45,57,2023-01-29
Bayview,HOMICIDE,1,0,2023-01-29
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-01-29
Bayview,LARCENY THEFT,80,124,2023-01-29
Bayview,MOTOR VEHICLE THEFT,88,81,2023-01-29
Bayview,RAPE,0,2,2023-01-29
Bayview,ROBBERY,26,12,2023-01-29
Bayview,TOTAL,270,291,2023-01-29
Central,ARSON,0,2,2023-01-29
Central,ASSAULT,22,17,2023-01-29
Central,BURGLARY,58,53,2023-01-29
Central,HOMICIDE,0,0,2023-01-29
Central,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Central,LARCENY THEFT,633,506,2023-01-29
Central,MOTOR VEHICLE THEFT,18,41,2023-01-29
Central,RAPE,0,2,2023-01-29
Central,ROBBERY,18,26,2023-01-29
Central,TOTAL,749,647,2023-01-29
Citywide,ARSON,25,29,2023-01-29
Citywide,ASSAULT,177,180,2023-01-29
Citywide,BURGLARY,420,512,2023-01-29
Citywide,HOMICIDE,4,3,2023-01-29
Citywide,HUMAN TRAFFICKING - SEX ACT,1,2,2023-01-29
Citywide,LARCENY THEFT,2030,2565,2023-01-29
Citywide,MOTOR VEHICLE THEFT,412,516,2023-01-29
Citywide,RAPE,8,15,2023-01-29
Citywide,ROBBERY,182,165,2023-01-29
Citywide,TOTAL,3259,3987,2023-01-29
Ingleside,ARSON,4,0,2023-01-29
Ingleside,ASSAULT,13,17,2023-01-29
Ingleside,BURGLARY,31,43,2023-01-29
Ingleside,HOMICIDE,1,1,2023-01-29
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Ingleside,LARCENY THEFT,69,106,2023-01-29
Ingleside,MOTOR VEHICLE THEFT,75,81,2023-01-29
Ingleside,RAPE,2,1,2023-01-29
Ingleside,ROBBERY,23,12,2023-01-29
Ingleside,TOTAL,218,261,2023-01-29
Mission,ARSON,1,3,2023-01-29
Mission,ASSAULT,30,31,2023-01-29
Mission,BURGLARY,62,69,2023-01-29
Mission,HOMICIDE,1,1,2023-01-29
Mission,HUMAN TRAFFICKING - SEX ACT,1,0,2023-01-29
Mission,LARCENY THEFT,186,315,2023-01-29
Mission,MOTOR VEHICLE THEFT,60,85,2023-01-29
Mission,RAPE,2,0,2023-01-29
Mission,ROBBERY,20,27,2023-01-29
Mission,TOTAL,363,531,2023-01-29
Northern,ARSON,3,7,2023-01-29
Northern,ASSAULT,22,26,2023-01-29
Northern,BURGLARY,93,71,2023-01-29
Northern,HOMICIDE,1,0,2023-01-29
Northern,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Northern,LARCENY THEFT,403,460,2023-01-29
Northern,MOTOR VEHICLE THEFT,37,55,2023-01-29
Northern,RAPE,1,1,2023-01-29
Northern,ROBBERY,20,21,2023-01-29
Northern,TOTAL,580,641,2023-01-29
Park,ARSON,1,3,2023-01-29
Park,ASSAULT,4,6,2023-01-29
Park,BURGLARY,22,50,2023-01-29
Park,HOMICIDE,0,0,2023-01-29
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Park,LARCENY THEFT,91,117,2023-01-29
Park,MOTOR VEHICLE THEFT,18,30,2023-01-29
Park,RAPE,0,1,2023-01-29
Park,ROBBERY,6,6,2023-01-29
Park,TOTAL,142,213,2023-01-29
Richmond,ARSON,3,0,2023-01-29
Richmond,ASSAULT,8,7,2023-01-29
Richmond,BURGLARY,20,35,2023-01-29
Richmond,HOMICIDE,0,0,2023-01-29
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Richmond,LARCENY THEFT,208,245,2023-01-29
Richmond,MOTOR VEHICLE THEFT,23,23,2023-01-29
Richmond,RAPE,0,0,2023-01-29
Richmond,ROBBERY,16,7,2023-01-29
Richmond,TOTAL,278,317,2023-01-29
Southern,ARSON,3,7,2023-01-29
Southern,ASSAULT,22,25,2023-01-29
Southern,BURGLARY,41,68,2023-01-29
Southern,HOMICIDE,0,1,2023-01-29
Southern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-01-29
Southern,LARCENY THEFT,138,344,2023-01-29
Southern,MOTOR VEHICLE THEFT,34,40,2023-01-29
Southern,RAPE,1,2,2023-01-29
Southern,ROBBERY,19,22,2023-01-29
Southern,TOTAL,258,510,2023-01-29
Taraval,ARSON,3,0,2023-01-29
Taraval,ASSAULT,3,7,2023-01-29
Taraval,BURGLARY,34,37,2023-01-29
Taraval,HOMICIDE,0,0,2023-01-29
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Taraval,LARCENY THEFT,125,230,2023-01-29
Taraval,MOTOR VEHICLE THEFT,41,63,2023-01-29
Taraval,RAPE,0,1,2023-01-29
Taraval,ROBBERY,7,6,2023-01-29
Taraval,TOTAL,213,344,2023-01-29
Tenderloin,ARSON,2,4,2023-01-29
Tenderloin,ASSAULT,27,32,2023-01-29
Tenderloin,BURGLARY,14,29,2023-01-29
Tenderloin,HOMICIDE,0,0,2023-01-29
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,0,2023-01-29
Tenderloin,LARCENY THEFT,85,98,2023-01-29
Tenderloin,MOTOR VEHICLE THEFT,16,16,2023-01-29
Tenderloin,RAPE,2,4,2023-01-29
Tenderloin,ROBBERY,26,26,2023-01-29
Tenderloin,TOTAL,172,209,2023-01-29
