district,category,ytd2023,ytd2022,updated
Bayview,ARSON,27,31,2023-09-10
Bayview,ASSAULT,207,272,2023-09-10
Bayview,BURGLARY,285,399,2023-09-10
Bayview,HOMICIDE,9,10,2023-09-10
Bayview,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-10
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-09-10
Bayview,LARCENY THEFT,1110,1099,2023-09-10
Bayview,MOTOR VEHICLE THEFT,837,699,2023-09-10
Bayview,RAPE,6,21,2023-09-10
Bayview,ROBBERY,194,148,2023-09-10
Bayview,TOTAL,2675,2680,2023-09-10
Central,ARSON,24,26,2023-09-10
Central,ASSAULT,146,161,2023-09-10
Central,BURGLARY,523,489,2023-09-10
Central,HOMICIDE,2,0,2023-09-10
Central,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-10
Central,HUMAN TRAFFICKING - SEX ACT,0,2,2023-09-10
Central,LARCENY THEFT,5586,5422,2023-09-10
Central,MOTOR VEHICLE THEFT,333,342,2023-09-10
Central,RAPE,12,22,2023-09-10
Central,ROBBERY,234,235,2023-09-10
Central,TOTAL,6860,6699,2023-09-10
Citywide,ARSON,197,208,2023-09-10
Citywide,ASSAULT,1691,1812,2023-09-10
Citywide,BURGLARY,3927,4212,2023-09-10
Citywide,HOMICIDE,38,36,2023-09-10
Citywide,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-10
Citywide,HUMAN TRAFFICKING - SEX ACT,13,13,2023-09-10
Citywide,LARCENY THEFT,22786,24148,2023-09-10
Citywide,MOTOR VEHICLE THEFT,4741,4280,2023-09-10
Citywide,RAPE,152,184,2023-09-10
Citywide,ROBBERY,1908,1646,2023-09-10
Citywide,TOTAL,35453,36540,2023-09-10
Ingleside,ARSON,19,19,2023-09-10
Ingleside,ASSAULT,166,157,2023-09-10
Ingleside,BURGLARY,452,402,2023-09-10
Ingleside,HOMICIDE,4,6,2023-09-10
Ingleside,HUMAN TRAFFICKING - INV SERV,0,1,2023-09-10
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-09-10
Ingleside,LARCENY THEFT,1382,1229,2023-09-10
Ingleside,MOTOR VEHICLE THEFT,805,638,2023-09-10
Ingleside,RAPE,16,16,2023-09-10
Ingleside,ROBBERY,208,141,2023-09-10
Ingleside,TOTAL,3052,2609,2023-09-10
Mission,ARSON,20,25,2023-09-10
Mission,ASSAULT,271,274,2023-09-10
Mission,BURGLARY,451,566,2023-09-10
Mission,HOMICIDE,3,9,2023-09-10
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-10
Mission,HUMAN TRAFFICKING - SEX ACT,7,1,2023-09-10
Mission,LARCENY THEFT,1895,2300,2023-09-10
Mission,MOTOR VEHICLE THEFT,646,652,2023-09-10
Mission,RAPE,29,22,2023-09-10
Mission,ROBBERY,289,285,2023-09-10
Mission,TOTAL,3611,4134,2023-09-10
Northern,ARSON,30,45,2023-09-10
Northern,ASSAULT,176,199,2023-09-10
Northern,BURGLARY,675,640,2023-09-10
Northern,HOMICIDE,3,4,2023-09-10
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-10
Northern,HUMAN TRAFFICKING - SEX ACT,1,1,2023-09-10
Northern,LARCENY THEFT,3961,4281,2023-09-10
Northern,MOTOR VEHICLE THEFT,514,471,2023-09-10
Northern,RAPE,22,24,2023-09-10
Northern,ROBBERY,235,205,2023-09-10
Northern,TOTAL,5617,5870,2023-09-10
Park,ARSON,6,6,2023-09-10
Park,ASSAULT,0,43,2023-09-10
Park,BURGLARY,246,335,2023-09-10
Park,HOMICIDE,1,1,2023-09-10
Park,HUMAN TRAFFICKING - INV SERV,0,0,2023-09-10
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-09-10
Park,LARCENY THEFT,1154,1149,2023-09-10
Park,MOTOR VEHICLE THEFT,233,213,2023-09-10
Park,RAPE,6,9,2023-09-10
Park,ROBBERY,54,39,2023-09-10
Park,TOTAL,1751,1795,2023-09-10
Richmond,ARSON,10,4,2023-09-10
Richmond,ASSAULT,46,0,2023-09-10
Richmond,BURGLARY,309,319,2023-09-10
