district,category,ytd2023,ytd2022,updated
Bayview,ARSON,13,13,2023-04-16
Bayview,ASSAULT,87,101,2023-04-16
Bayview,BURGLARY,122,167,2023-04-16
Bayview,HOMICIDE,4,1,2023-04-16
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-16
Bayview,LARCENY THEFT,387,451,2023-04-16
Bayview,MOTOR VEHICLE THEFT,358,297,2023-04-16
Bayview,RAPE,1,9,2023-04-16
Bayview,ROBBERY,89,64,2023-04-16
Bayview,TOTAL,1061,1104,2023-04-16
Central,ARSON,13,7,2023-04-16
Central,ASSAULT,58,57,2023-04-16
Central,BURGLARY,228,207,2023-04-16
Central,HOMICIDE,1,0,2023-04-16
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-16
Central,LARCENY THEFT,2298,2041,2023-04-16
Central,MOTOR VEHICLE THEFT,91,162,2023-04-16
Central,RAPE,3,7,2023-04-16
Central,ROBBERY,96,95,2023-04-16
Central,TOTAL,2788,2577,2023-04-16
Citywide,ARSON,91,83,2023-04-16
Citywide,ASSAULT,681,673,2023-04-16
Citywide,BURGLARY,1571,1762,2023-04-16
Citywide,HOMICIDE,13,13,2023-04-16
Citywide,HUMAN TRAFFICKING - SEX ACT,4,7,2023-04-16
Citywide,LARCENY THEFT,8603,9903,2023-04-16
Citywide,MOTOR VEHICLE THEFT,1813,1891,2023-04-16
Citywide,RAPE,57,75,2023-04-16
Citywide,ROBBERY,749,684,2023-04-16
Citywide,TOTAL,13582,15091,2023-04-16
Ingleside,ARSON,8,5,2023-04-16
Ingleside,ASSAULT,68,61,2023-04-16
Ingleside,BURGLARY,165,151,2023-04-16
Ingleside,HOMICIDE,2,3,2023-04-16
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-16
Ingleside,LARCENY THEFT,446,479,2023-04-16
Ingleside,MOTOR VEHICLE THEFT,314,280,2023-04-16
Ingleside,RAPE,9,6,2023-04-16
Ingleside,ROBBERY,71,54,2023-04-16
Ingleside,TOTAL,1083,1039,2023-04-16
Mission,ARSON,13,8,2023-04-16
Mission,ASSAULT,105,107,2023-04-16
Mission,BURGLARY,184,251,2023-04-16
Mission,HOMICIDE,1,5,2023-04-16
Mission,HUMAN TRAFFICKING - SEX ACT,3,0,2023-04-16
Mission,LARCENY THEFT,748,1055,2023-04-16
Mission,MOTOR VEHICLE THEFT,246,290,2023-04-16
Mission,RAPE,6,9,2023-04-16
Mission,ROBBERY,117,125,2023-04-16
Mission,TOTAL,1423,1850,2023-04-16
Northern,ARSON,12,18,2023-04-16
Northern,ASSAULT,70,81,2023-04-16
Northern,BURGLARY,293,278,2023-04-16
Northern,HOMICIDE,1,0,2023-04-16
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-16
Northern,LARCENY THEFT,1494,1753,2023-04-16
Northern,MOTOR VEHICLE THEFT,196,218,2023-04-16
Northern,RAPE,5,12,2023-04-16
Northern,ROBBERY,94,86,2023-04-16
Northern,TOTAL,2165,2447,2023-04-16
Park,ARSON,1,3,2023-04-16
Park,ASSAULT,19,15,2023-04-16
Park,BURGLARY,78,129,2023-04-16
Park,HOMICIDE,0,0,2023-04-16
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-16
Park,LARCENY THEFT,354,422,2023-04-16
Park,MOTOR VEHICLE THEFT,94,97,2023-04-16
Park,RAPE,5,5,2023-04-16
Park,ROBBERY,17,18,2023-04-16
Park,TOTAL,568,689,2023-04-16
Richmond,ARSON,7,3,2023-04-16
Richmond,ASSAULT,22,22,2023-04-16
Richmond,BURGLARY,110,142,2023-04-16
Richmond,HOMICIDE,1,0,2023-04-16
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-16
Richmond,LARCENY THEFT,878,977,2023-04-16
Richmond,MOTOR VEHICLE THEFT,88,110,2023-04-16
Richmond,RAPE,0,2,2023-04-16
Richmond,ROBBERY,41,26,2023-04-16
Richmond,TOTAL,1147,1282,2023-04-16
Southern,ARSON,13,14,2023-04-16
Southern,ASSAULT,100,89,2023-04-16
Southern,BURGLARY,186,224,2023-04-16
Southern,HOMICIDE,1,1,2023-04-16
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-04-16
Southern,LARCENY THEFT,672,1410,2023-04-16
Southern,MOTOR VEHICLE THEFT,141,172,2023-04-16
Southern,RAPE,12,10,2023-04-16
Southern,ROBBERY,85,71,2023-04-16
Southern,TOTAL,1211,1993,2023-04-16
Taraval,ARSON,4,4,2023-04-16
Taraval,ASSAULT,36,26,2023-04-16
Taraval,BURGLARY,140,131,2023-04-16
Taraval,HOMICIDE,0,1,2023-04-16
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-16
Taraval,LARCENY THEFT,740,841,2023-04-16
Taraval,MOTOR VEHICLE THEFT,219,198,2023-04-16
Taraval,RAPE,4,2,2023-04-16
Taraval,ROBBERY,38,39,2023-04-16
Taraval,TOTAL,1181,1242,2023-04-16
Tenderloin,ARSON,6,8,2023-04-16
Tenderloin,ASSAULT,115,111,2023-04-16
Tenderloin,BURGLARY,64,82,2023-04-16
Tenderloin,HOMICIDE,2,2,2023-04-16
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-16
Tenderloin,LARCENY THEFT,499,382,2023-04-16
Tenderloin,MOTOR VEHICLE THEFT,58,57,2023-04-16
Tenderloin,RAPE,9,11,2023-04-16
Tenderloin,ROBBERY,100,105,2023-04-16
Tenderloin,TOTAL,853,759,2023-04-16
