district,category,ytd2022,ytd2021,updated
Bayview,ARSON,36,62,2022-12-11
Bayview,ASSAULT,347,358,2022-12-11
Bayview,BURGLARY,510,512,2022-12-11
Bayview,HOMICIDE,14,14,2022-12-11
Bayview,HUMAN TRAFFICKING - INV SERV,0,1,2022-12-11
Bayview,HUMAN TRAFFICKING - SEX ACT,1,2,2022-12-11
Bayview,LARCENY THEFT,1473,1595,2022-12-11
Bayview,MOTOR VEHICLE THEFT,1004,964,2022-12-11
Bayview,RAPE,22,23,2022-12-11
Bayview,ROBBERY,213,213,2022-12-11
Bayview,TOTAL,3620,3744,2022-12-11
Central,ARSON,38,32,2022-12-11
Central,ASSAULT,213,193,2022-12-11
Central,BURGLARY,666,821,2022-12-11
Central,HOMICIDE,1,1,2022-12-11
Central,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Central,HUMAN TRAFFICKING - SEX ACT,2,2,2022-12-11
Central,LARCENY THEFT,7649,7299,2022-12-11
Central,MOTOR VEHICLE THEFT,445,433,2022-12-11
Central,RAPE,26,17,2022-12-11
Central,ROBBERY,319,303,2022-12-11
Central,TOTAL,9359,9101,2022-12-11
Citywide,ARSON,279,310,2022-12-11
Citywide,ASSAULT,2460,2286,2022-12-11
Citywide,BURGLARY,5514,6965,2022-12-11
Citywide,HOMICIDE,53,52,2022-12-11
Citywide,HUMAN TRAFFICKING - INV SERV,1,3,2022-12-11
Citywide,HUMAN TRAFFICKING - SEX ACT,17,31,2022-12-11
Citywide,LARCENY THEFT,33032,30138,2022-12-11
Citywide,MOTOR VEHICLE THEFT,5925,5721,2022-12-11
Citywide,RAPE,220,214,2022-12-11
Citywide,ROBBERY,2256,2151,2022-12-11
Citywide,TOTAL,49757,47871,2022-12-11
Ingleside,ARSON,23,23,2022-12-11
Ingleside,ASSAULT,223,198,2022-12-11
Ingleside,BURGLARY,523,630,2022-12-11
Ingleside,HOMICIDE,8,2,2022-12-11
Ingleside,HUMAN TRAFFICKING - INV SERV,1,1,2022-12-11
Ingleside,HUMAN TRAFFICKING - SEX ACT,1,1,2022-12-11
Ingleside,LARCENY THEFT,1773,1575,2022-12-11
Ingleside,MOTOR VEHICLE THEFT,932,838,2022-12-11
Ingleside,RAPE,18,16,2022-12-11
Ingleside,ROBBERY,225,216,2022-12-11
Ingleside,TOTAL,3727,3500,2022-12-11
Mission,ARSON,38,55,2022-12-11
Mission,ASSAULT,361,361,2022-12-11
Mission,BURGLARY,713,931,2022-12-11
Mission,HOMICIDE,9,9,2022-12-11
Mission,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Mission,HUMAN TRAFFICKING - SEX ACT,2,3,2022-12-11
Mission,LARCENY THEFT,3146,2937,2022-12-11
Mission,MOTOR VEHICLE THEFT,877,842,2022-12-11
Mission,RAPE,29,32,2022-12-11
Mission,ROBBERY,384,335,2022-12-11
Mission,TOTAL,5559,5505,2022-12-11
Northern,ARSON,61,35,2022-12-11
Northern,ASSAULT,281,245,2022-12-11
Northern,BURGLARY,893,1273,2022-12-11
Northern,HOMICIDE,7,6,2022-12-11
Northern,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Northern,HUMAN TRAFFICKING - SEX ACT,1,4,2022-12-11
Northern,LARCENY THEFT,5884,5382,2022-12-11
Northern,MOTOR VEHICLE THEFT,642,647,2022-12-11
Northern,RAPE,32,24,2022-12-11
Northern,ROBBERY,282,308,2022-12-11
Northern,TOTAL,8083,7924,2022-12-11
Park,ARSON,6,9,2022-12-11
Park,ASSAULT,59,64,2022-12-11
Park,BURGLARY,416,462,2022-12-11
Park,HOMICIDE,2,4,2022-12-11
Park,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Park,HUMAN TRAFFICKING - SEX ACT,0,1,2022-12-11
Park,LARCENY THEFT,1614,1689,2022-12-11
Park,MOTOR VEHICLE THEFT,318,281,2022-12-11
Park,RAPE,10,9,2022-12-11
Park,ROBBERY,49,44,2022-12-11
Park,TOTAL,2474,2563,2022-12-11
Richmond,ARSON,6,22,2022-12-11
Richmond,ASSAULT,78,75,2022-12-11
Richmond,BURGLARY,409,613,2022-12-11
Richmond,HOMICIDE,0,0,2022-12-11
Richmond,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2022-12-11
Richmond,LARCENY THEFT,3133,2937,2022-12-11
Richmond,MOTOR VEHICLE THEFT,335,360,2022-12-11
Richmond,RAPE,8,9,2022-12-11
Richmond,ROBBERY,78,106,2022-12-11
Richmond,TOTAL,4047,4122,2022-12-11
Southern,ARSON,38,38,2022-12-11
Southern,ASSAULT,322,262,2022-12-11
Southern,BURGLARY,695,831,2022-12-11
Southern,HOMICIDE,3,5,2022-12-11
Southern,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Southern,HUMAN TRAFFICKING - SEX ACT,2,4,2022-12-11
Southern,LARCENY THEFT,3638,3258,2022-12-11
Southern,MOTOR VEHICLE THEFT,555,522,2022-12-11
Southern,RAPE,34,29,2022-12-11
Southern,ROBBERY,260,217,2022-12-11
Southern,TOTAL,5547,5166,2022-12-11
Taraval,ARSON,10,15,2022-12-11
Taraval,ASSAULT,101,103,2022-12-11
Taraval,BURGLARY,501,592,2022-12-11
Taraval,HOMICIDE,2,0,2022-12-11
Taraval,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Taraval,HUMAN TRAFFICKING - SEX ACT,1,3,2022-12-11
Taraval,LARCENY THEFT,2670,2064,2022-12-11
Taraval,MOTOR VEHICLE THEFT,601,575,2022-12-11
Taraval,RAPE,7,13,2022-12-11
Taraval,ROBBERY,123,121,2022-12-11
Taraval,TOTAL,4016,3486,2022-12-11
Tenderloin,ARSON,23,19,2022-12-11
Tenderloin,ASSAULT,466,416,2022-12-11
Tenderloin,BURGLARY,188,295,2022-12-11
Tenderloin,HOMICIDE,7,11,2022-12-11
Tenderloin,HUMAN TRAFFICKING - INV SERV,0,0,2022-12-11
Tenderloin,HUMAN TRAFFICKING - SEX ACT,3,5,2022-12-11
Tenderloin,LARCENY THEFT,1673,1181,2022-12-11
Tenderloin,MOTOR VEHICLE THEFT,195,237,2022-12-11
Tenderloin,RAPE,30,27,2022-12-11
Tenderloin,ROBBERY,322,280,2022-12-11
Tenderloin,TOTAL,2907,2471,2022-12-11
