district,category,ytd2023,ytd2022,updated
Bayview,ARSON,17,20,2023-05-28
Bayview,ASSAULT,122,147,2023-05-28
Bayview,BURGLARY,173,236,2023-05-28
Bayview,HOMICIDE,5,1,2023-05-28
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-28
Bayview,LARCENY THEFT,630,624,2023-05-28
Bayview,MOTOR VEHICLE THEFT,519,405,2023-05-28
Bayview,RAPE,1,10,2023-05-28
Bayview,ROBBERY,124,90,2023-05-28
Bayview,TOTAL,1591,1534,2023-05-28
Central,ARSON,16,8,2023-05-28
Central,ASSAULT,77,91,2023-05-28
Central,BURGLARY,315,280,2023-05-28
Central,HOMICIDE,2,0,2023-05-28
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-28
Central,LARCENY THEFT,3049,2807,2023-05-28
Central,MOTOR VEHICLE THEFT,134,206,2023-05-28
Central,RAPE,6,10,2023-05-28
Central,ROBBERY,127,121,2023-05-28
Central,TOTAL,3726,3524,2023-05-28
Citywide,ARSON,122,114,2023-05-28
Citywide,ASSAULT,971,995,2023-05-28
Citywide,BURGLARY,2197,2452,2023-05-28
Citywide,HOMICIDE,20,16,2023-05-28
Citywide,HUMAN TRAFFICKING - SEX ACT,5,10,2023-05-28
Citywide,LARCENY THEFT,12218,13628,2023-05-28
Citywide,MOTOR VEHICLE THEFT,2663,2514,2023-05-28
Citywide,RAPE,83,106,2023-05-28
Citywide,ROBBERY,1067,910,2023-05-28
Citywide,TOTAL,19346,20745,2023-05-28
Ingleside,ARSON,11,12,2023-05-28
Ingleside,ASSAULT,99,91,2023-05-28
Ingleside,BURGLARY,227,227,2023-05-28
Ingleside,HOMICIDE,2,3,2023-05-28
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-28
Ingleside,LARCENY THEFT,618,674,2023-05-28
Ingleside,MOTOR VEHICLE THEFT,443,369,2023-05-28
Ingleside,RAPE,13,10,2023-05-28
Ingleside,ROBBERY,125,70,2023-05-28
Ingleside,TOTAL,1538,1456,2023-05-28
Mission,ARSON,15,9,2023-05-28
Mission,ASSAULT,156,153,2023-05-28
Mission,BURGLARY,256,346,2023-05-28
Mission,HOMICIDE,1,6,2023-05-28
Mission,HUMAN TRAFFICKING - SEX ACT,4,1,2023-05-28
Mission,LARCENY THEFT,1043,1369,2023-05-28
Mission,MOTOR VEHICLE THEFT,364,388,2023-05-28
Mission,RAPE,14,11,2023-05-28
Mission,ROBBERY,151,162,2023-05-28
Mission,TOTAL,2004,2445,2023-05-28
Northern,ARSON,18,25,2023-05-28
Northern,ASSAULT,101,122,2023-05-28
Northern,BURGLARY,400,373,2023-05-28
Northern,HOMICIDE,2,1,2023-05-28
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-28
Northern,LARCENY THEFT,2169,2372,2023-05-28
Northern,MOTOR VEHICLE THEFT,284,289,2023-05-28
Northern,RAPE,7,15,2023-05-28
Northern,ROBBERY,136,109,2023-05-28
Northern,TOTAL,3117,3307,2023-05-28
Park,ARSON,2,4,2023-05-28
Park,ASSAULT,29,24,2023-05-28
Park,BURGLARY,131,193,2023-05-28
Park,HOMICIDE,1,0,2023-05-28
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-28
Park,LARCENY THEFT,544,612,2023-05-28
Park,MOTOR VEHICLE THEFT,134,124,2023-05-28
Park,RAPE,5,8,2023-05-28
Park,ROBBERY,25,24,2023-05-28
Park,TOTAL,871,989,2023-05-28
Richmond,ARSON,8,3,2023-05-28
Richmond,ASSAULT,27,30,2023-05-28
Richmond,BURGLARY,154,198,2023-05-28
Richmond,HOMICIDE,1,0,2023-05-28
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-05-28
Richmond,LARCENY THEFT,1289,1382,2023-05-28
Richmond,MOTOR VEHICLE THEFT,142,143,2023-05-28
Richmond,RAPE,0,4,2023-05-28
Richmond,ROBBERY,64,36,2023-05-28
Richmond,TOTAL,1685,1796,2023-05-28
Southern,ARSON,18,17,2023-05-28
Southern,ASSAULT,147,125,2023-05-28
Southern,BURGLARY,264,296,2023-05-28
Southern,HOMICIDE,2,1,2023-05-28
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-05-28
Southern,LARCENY THEFT,927,1891,2023-05-28
Southern,MOTOR VEHICLE THEFT,228,229,2023-05-28
Southern,RAPE,14,18,2023-05-28
Southern,ROBBERY,113,103,2023-05-28
Southern,TOTAL,1714,2682,2023-05-28
Taraval,ARSON,6,4,2023-05-28
Taraval,ASSAULT,45,38,2023-05-28
Taraval,BURGLARY,193,205,2023-05-28
Taraval,HOMICIDE,0,2,2023-05-28
Taraval,HUMAN TRAFFICKING - SEX ACT,0,1,2023-05-28
Taraval,LARCENY THEFT,1089,1134,2023-05-28
Taraval,MOTOR VEHICLE THEFT,309,258,2023-05-28
Taraval,RAPE,6,2,2023-05-28
Taraval,ROBBERY,60,52,2023-05-28
Taraval,TOTAL,1708,1696,2023-05-28
Tenderloin,ARSON,10,12,2023-05-28
Tenderloin,ASSAULT,167,167,2023-05-28
Tenderloin,BURGLARY,83,97,2023-05-28
Tenderloin,HOMICIDE,4,2,2023-05-28
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,2,2023-05-28
Tenderloin,LARCENY THEFT,701,617,2023-05-28
Tenderloin,MOTOR VEHICLE THEFT,93,90,2023-05-28
Tenderloin,RAPE,11,15,2023-05-28
Tenderloin,ROBBERY,141,142,2023-05-28
Tenderloin,TOTAL,1210,1144,2023-05-28
