district,category,ytd2023,ytd2022,updated
Bayview,ARSON,13,15,2023-04-23
Bayview,ASSAULT,95,109,2023-04-23
Bayview,BURGLARY,136,179,2023-04-23
Bayview,HOMICIDE,4,1,2023-04-23
Bayview,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-23
Bayview,LARCENY THEFT,473,487,2023-04-23
Bayview,MOTOR VEHICLE THEFT,368,311,2023-04-23
Bayview,RAPE,1,9,2023-04-23
Bayview,ROBBERY,96,69,2023-04-23
Bayview,TOTAL,1186,1181,2023-04-23
Central,ARSON,13,7,2023-04-23
Central,ASSAULT,61,61,2023-04-23
Central,BURGLARY,245,221,2023-04-23
Central,HOMICIDE,2,0,2023-04-23
Central,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-23
Central,LARCENY THEFT,2488,2172,2023-04-23
Central,MOTOR VEHICLE THEFT,94,173,2023-04-23
Central,RAPE,3,7,2023-04-23
Central,ROBBERY,104,97,2023-04-23
Central,TOTAL,3010,2739,2023-04-23
Citywide,ARSON,95,88,2023-04-23
Citywide,ASSAULT,732,731,2023-04-23
Citywide,BURGLARY,1695,1877,2023-04-23
Citywide,HOMICIDE,14,15,2023-04-23
Citywide,HUMAN TRAFFICKING - SEX ACT,4,7,2023-04-23
Citywide,LARCENY THEFT,9453,10550,2023-04-23
Citywide,MOTOR VEHICLE THEFT,1933,1993,2023-04-23
Citywide,RAPE,62,79,2023-04-23
Citywide,ROBBERY,794,713,2023-04-23
Citywide,TOTAL,14782,16053,2023-04-23
Ingleside,ARSON,9,6,2023-04-23
Ingleside,ASSAULT,72,63,2023-04-23
Ingleside,BURGLARY,174,160,2023-04-23
Ingleside,HOMICIDE,2,3,2023-04-23
Ingleside,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-23
Ingleside,LARCENY THEFT,481,512,2023-04-23
Ingleside,MOTOR VEHICLE THEFT,342,291,2023-04-23
Ingleside,RAPE,11,7,2023-04-23
Ingleside,ROBBERY,83,56,2023-04-23
Ingleside,TOTAL,1174,1098,2023-04-23
Mission,ARSON,13,8,2023-04-23
Mission,ASSAULT,117,116,2023-04-23
Mission,BURGLARY,204,265,2023-04-23
Mission,HOMICIDE,1,5,2023-04-23
Mission,HUMAN TRAFFICKING - SEX ACT,3,0,2023-04-23
Mission,LARCENY THEFT,799,1104,2023-04-23
Mission,MOTOR VEHICLE THEFT,260,308,2023-04-23
Mission,RAPE,9,9,2023-04-23
Mission,ROBBERY,120,129,2023-04-23
Mission,TOTAL,1526,1944,2023-04-23
Northern,ARSON,13,19,2023-04-23
Northern,ASSAULT,76,92,2023-04-23
Northern,BURGLARY,307,294,2023-04-23
Northern,HOMICIDE,1,1,2023-04-23
Northern,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-23
Northern,LARCENY THEFT,1651,1855,2023-04-23
Northern,MOTOR VEHICLE THEFT,206,236,2023-04-23
Northern,RAPE,5,12,2023-04-23
Northern,ROBBERY,99,88,2023-04-23
Northern,TOTAL,2358,2598,2023-04-23
Park,ARSON,1,3,2023-04-23
Park,ASSAULT,23,17,2023-04-23
Park,BURGLARY,82,135,2023-04-23
Park,HOMICIDE,0,0,2023-04-23
Park,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-23
Park,LARCENY THEFT,426,459,2023-04-23
Park,MOTOR VEHICLE THEFT,100,103,2023-04-23
Park,RAPE,5,6,2023-04-23
Park,ROBBERY,18,18,2023-04-23
Park,TOTAL,655,741,2023-04-23
Richmond,ARSON,7,3,2023-04-23
Richmond,ASSAULT,22,22,2023-04-23
Richmond,BURGLARY,119,155,2023-04-23
Richmond,HOMICIDE,1,0,2023-04-23
Richmond,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-23
Richmond,LARCENY THEFT,972,1044,2023-04-23
Richmond,MOTOR VEHICLE THEFT,96,113,2023-04-23
Richmond,RAPE,0,2,2023-04-23
Richmond,ROBBERY,43,28,2023-04-23
Richmond,TOTAL,1260,1367,2023-04-23
Southern,ARSON,14,14,2023-04-23
Southern,ASSAULT,106,98,2023-04-23
Southern,BURGLARY,202,241,2023-04-23
Southern,HOMICIDE,1,1,2023-04-23
Southern,HUMAN TRAFFICKING - SEX ACT,1,2,2023-04-23
Southern,LARCENY THEFT,719,1501,2023-04-23
Southern,MOTOR VEHICLE THEFT,155,182,2023-04-23
Southern,RAPE,12,10,2023-04-23
Southern,ROBBERY,89,79,2023-04-23
Southern,TOTAL,1299,2128,2023-04-23
Taraval,ARSON,5,4,2023-04-23
Taraval,ASSAULT,36,32,2023-04-23
Taraval,BURGLARY,154,143,2023-04-23
Taraval,HOMICIDE,0,2,2023-04-23
Taraval,HUMAN TRAFFICKING - SEX ACT,0,0,2023-04-23
Taraval,LARCENY THEFT,809,886,2023-04-23
Taraval,MOTOR VEHICLE THEFT,240,207,2023-04-23
Taraval,RAPE,4,2,2023-04-23
Taraval,ROBBERY,40,40,2023-04-23
Taraval,TOTAL,1288,1316,2023-04-23
Tenderloin,ARSON,6,9,2023-04-23
Tenderloin,ASSAULT,123,117,2023-04-23
Tenderloin,BURGLARY,71,84,2023-04-23
Tenderloin,HOMICIDE,2,2,2023-04-23
Tenderloin,HUMAN TRAFFICKING - SEX ACT,0,1,2023-04-23
Tenderloin,LARCENY THEFT,541,427,2023-04-23
Tenderloin,MOTOR VEHICLE THEFT,63,58,2023-04-23
Tenderloin,RAPE,9,13,2023-04-23
Tenderloin,ROBBERY,101,108,2023-04-23
Tenderloin,TOTAL,916,819,2023-04-23
