category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos,asofdate
Homicide,59,62,68,69,88,96,86,100,98,45,48,50,69,48,45,53,57,56,46,40,48,56,56,54,37,2024-10-27
