category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,last12mos,asofdate
Burglary,5695,4243,5947,5784,6097,6208,6465,5079,5401,5197,4557,4408,5317,5931,5237,5186,4978,4935,5322,4644,7400,7217,6050,5607,5117,2024-08-04
