category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,total24,last12mos,asofdate
Motor Vehicle Theft,5563,4241,6197,6991,8061,8174,6636,5903,5758,4913,3903,4174,5339,5866,6126,6915,5433,4834,4217,4249,5966,6030,6281,6687,5378,4376,2025-06-01
