category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,total24,last12mos,asofdate
Robbery,3456,2493,3208,3065,3041,3078,3858,3771,4108,3423,3180,3088,3484,4202,3224,3610,3175,3220,3165,3055,2388,2242,2370,2734,2139,1827,2025-07-06
