category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,total23,total24,last12mos,asofdate
Larceny Theft,24417,16286,24468,25388,21711,19887,23891,23474,25142,24399,23905,24304,28242,36527,33730,40918,36991,44587,39675,39887,25319,31139,35401,32247,20640,18135,2025-06-15
