category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total21,total22,total23,total24,last12mos,asofdate
Rape,229,146,210,215,152,172,154,125,166,179,133,131,108,161,355,344,342,367,354,324,204,237,222,244,223,2025-04-06
